drug_id,protein_id,interaction
D05829,P05829,0
D05830,P05830,1
D05831,P05831,0
D05832,P05832,1
D05833,P05833,0
D05834,P05834,1
D05835,P05835,0
D05836,P05836,1
D05837,P05837,0
D05838,P05838,1
D05839,P05839,0
D05840,P05840,1
D05841,P05841,0
D05842,P05842,1
D05843,P05843,0
D05844,P05844,1
D05845,P05845,0
D05846,P05846,1
D05847,P05847,0
D05848,P05848,1
D05849,P05849,0
D05850,P05850,1
D05851,P05851,0
D05852,P05852,1
D05853,P05853,0
D05854,P05854,1
D05855,P05855,0
D05856,P05856,1
D05857,P05857,0
D05858,P05858,1
D05859,P05859,0
D05860,P05860,1
D05861,P05861,0
D05862,P05862,1
D05863,P05863,0
D05864,P05864,1
D05865,P05865,0
D05866,P05866,1
D05867,P05867,0
D05868,P05868,1
D05869,P05869,0
D05870,P05870,1
D05871,P05871,0
D05872,P05872,1
D05873,P05873,0
D05874,P05874,1
D05875,P05875,0
D05876,P05876,1
D05877,P05877,0
D05878,P05878,1
D05879,P05879,0
D05880,P05880,1
D05881,P05881,0
D05882,P05882,1
D05883,P05883,0
D05884,P05884,1
D05885,P05885,0
D05886,P05886,1
D05887,P05887,0
D05888,P05888,1
D05889,P05889,0
D05890,P05890,1
D05891,P05891,0
D05892,P05892,1
D05893,P05893,1
D05894,P05894,0
D05895,P05895,1
D05896,P05896,0
D05897,P05897,1
D05898,P05898,0
D05899,P05899,1
D05900,P05900,0
D05901,P05901,1
D05902,P05902,0
D05903,P05903,1
D05904,P05904,0
D05905,P05905,1
D05906,P05906,0
D05907,P05907,1
D05908,P05908,0
D05909,P05909,1
D05910,P05910,0
D05911,P05911,1
D05912,P05912,0
D05913,P05913,1
D05914,P05914,0
D05915,P05915,1
D05916,P05916,0
D05917,P05917,1
D05918,P05918,0
D05919,P05919,1
D05920,P05920,0
D05921,P05921,1
D05922,P05922,0
D05923,P05923,1
D05924,P05924,0
D05925,P05925,1
D05926,P05926,0
D05927,P05927,1
D05928,P05928,0
D05929,P05929,1
D05930,P05930,0
D05931,P05931,1
D05932,P05932,0
D05933,P05933,1
D05934,P05934,0
D05935,P05935,1
D05936,P05936,0
D05937,P05937,1
D05938,P05938,0
D05939,P05939,1
D05940,P05940,0
D05941,P05941,1
D05942,P05942,0
D05943,P05943,1
D05944,P05944,0
D05945,P05945,1
D05946,P05946,0
D05947,P05947,1
D05948,P05948,0
D05949,P05949,1
D05950,P05950,0
D05951,P05951,1
D05952,P05952,0
D05953,P05953,1
D05954,P05954,0
D05955,P05955,1
D05956,P05956,0
D05957,P05957,1
D05958,P05958,0
D05959,P05959,1
D05960,P05960,0
D05961,P05961,1
D05962,P05962,0
D05963,P05963,1
D05964,P05964,0
D05965,P05965,1
D05966,P05966,0
D05967,P05967,1
D05968,P05968,0
D05969,P05969,1
D05970,P05970,0
D05971,P05971,1
D05972,P05972,0
D05973,P05973,1
D05974,P05974,0
D05975,P05975,1
D05976,P05976,0
D05977,P05977,1
D05978,P05978,0
D05979,P05979,1
D05980,P05980,0
D05981,P05981,1
D05982,P05982,0
D05983,P05983,1
D05984,P05984,0
D05985,P05985,1
D05986,P05986,0
D05987,P05987,1
D05988,P05988,0
D05989,P05989,1
D05990,P05990,0
D05991,P05991,1
D05992,P05992,0
D05993,P05993,1
D05994,P05994,0
D05995,P05995,1
D05996,P05996,0
D05997,P05997,1
D05998,P05998,0
D05999,P05999,1
D06000,P06000,0
D06001,P06001,1
D06002,P06002,0
D06003,P06003,1
D06004,P06004,0
D06005,P06005,1
D06006,P06006,0
D06007,P06007,1
D06008,P06008,0
D06009,P06009,1
D06010,P06010,0
D06011,P06011,1
D06012,P06012,0
D06013,P06013,1
D06014,P06014,0
D06015,P06015,1
D06016,P06016,0
D06017,P06017,1
D06018,P06018,0
D06019,P06019,1
D06020,P06020,0
D06021,P06021,1
D06022,P06022,0
D06023,P06023,1
D06024,P06024,0
D06025,P06025,1
D06026,P06026,0
D06027,P06027,1
D06028,P06028,0
D06029,P06029,1
D06030,P06030,0
D06031,P06031,1
D06032,P06032,0
D06033,P06033,1
D06034,P06034,0
D06035,P06035,1
D06036,P06036,0
D06037,P06037,1
D06038,P06038,0
D06039,P06039,1
D06040,P06040,0
D06041,P06041,1
D06042,P06042,0
D06043,P06043,1
D06044,P06044,0
D06045,P06045,1
D06046,P06046,0
D06047,P06047,1
D06048,P06048,0
D06049,P06049,1
D06050,P06050,0
D06051,P06051,1
D06052,P06052,0
D06053,P06053,1
D06054,P06054,0
D06055,P06055,1
D06056,P06056,0
D06057,P06057,1
D06058,P06058,0
D06059,P06059,1
D06060,P06060,0
D06061,P06061,1
D06062,P06062,0
D06063,P06063,1
D06064,P06064,0
D06065,P06065,1
D06066,P06066,0
D06067,P06067,1
D06068,P06068,0
D06069,P06069,1
D06070,P06070,0
D06071,P06071,1
D06072,P06072,0
D06073,P06073,1
D06074,P06074,0
D06075,P06075,1
D06076,P06076,0
D06077,P06077,1
D06078,P06078,0
D06079,P06079,1
D06080,P06080,1
D06081,P06081,0
D06082,P06082,1
D06083,P06083,0
D06084,P06084,1
D06085,P06085,0
D06086,P06086,1
D06087,P06087,0
D06088,P06088,1
D06089,P06089,0
D06090,P06090,1
D06091,P06091,0
D06092,P06092,1
D06093,P06093,0
D06094,P06094,1
D06095,P06095,0
D06096,P06096,1
D06097,P06097,0
D06098,P06098,1
D06099,P06099,0
D06100,P06100,1
D06101,P06101,0
D06102,P06102,1
D06103,P06103,0
D06104,P06104,1
D06105,P06105,0
D06106,P06106,1
D06107,P06107,0
D06108,P06108,1
D06109,P06109,0
D06110,P06110,1
D06111,P06111,0
D06112,P06112,1
D06113,P06113,0
D06114,P06114,1
D06115,P06115,0
D06116,P06116,1
D06117,P06117,0
D06118,P06118,1
D06119,P06119,0
D06120,P06120,1
D06121,P06121,0
D06122,P06122,1
D06123,P06123,0
D06124,P06124,1
D06125,P06125,0
D06126,P06126,1
D06127,P06127,0
D06128,P06128,1
D06129,P06129,0
D06130,P06130,1
D06131,P06131,0
D06132,P06132,1
D06133,P06133,0
D06134,P06134,1
D06135,P06135,0
D06136,P06136,1
D06137,P06137,0
D06138,P06138,1
D06139,P06139,0
D06140,P06140,1
D06141,P06141,0
D06142,P06142,1
D06143,P06143,0
D06144,P06144,1
D06145,P06145,0
D06146,P06146,1
D06147,P06147,0
D06148,P06148,1
D06149,P06149,0
D06150,P06150,1
D06151,P06151,0
D06152,P06152,1
D06153,P06153,0
D06154,P06154,1
D06155,P06155,0
D06156,P06156,1
D06157,P06157,0
D06158,P06158,1
D06159,P06159,0
D06160,P06160,1
D06161,P06161,0
D06162,P06162,1
D06163,P06163,0
D06164,P06164,1
D06165,P06165,0
D06166,P06166,1
D06167,P06167,0
D06168,P06168,1
D06169,P06169,0
D06170,P06170,1
D06171,P06171,0
D06172,P06172,1
D06173,P06173,0
D06174,P06174,1
D06175,P06175,0
D06176,P06176,1
D06177,P06177,0
D06178,P06178,1
D06179,P06179,0
D06180,P06180,1
D06181,P06181,0
D06182,P06182,1
D06183,P06183,0
D06184,P06184,1
D06185,P06185,0
D06186,P06186,1
D06187,P06187,0
D06188,P06188,1
D06189,P06189,0
D06190,P06190,1
D06191,P06191,0
D06192,P06192,1
D06193,P06193,0
D06194,P06194,1
D06195,P06195,0
D06196,P06196,1
D06197,P06197,0
D06198,P06198,1
D06199,P06199,0
D06200,P06200,1
D06201,P06201,0
D06202,P06202,1
D06203,P06203,0
D06204,P06204,1
D06205,P06205,0
D06206,P06206,1
D06207,P06207,0
D06208,P06208,1
D06209,P06209,0
D06210,P06210,1
D06211,P06211,0
D06212,P06212,1
D06213,P06213,0
D06214,P06214,1
D06215,P06215,0
D06216,P06216,1
D06217,P06217,0
D06218,P06218,1
D06219,P06219,0
D06220,P06220,1
D06221,P06221,0
D06222,P06222,1
D06223,P06223,0
D06224,P06224,1
D06225,P06225,0
D06226,P06226,1
D06227,P06227,0
D06228,P06228,1
D06229,P06229,0
D06230,P06230,1
D06231,P06231,0
D06232,P06232,1
D06233,P06233,0
D06234,P06234,1
D06235,P06235,0
D06236,P06236,1
D06237,P06237,0
D06238,P06238,1
D06239,P06239,0
D06240,P06240,1
D06241,P06241,0
D06242,P06242,1
D06243,P06243,0
D06244,P06244,1
D06245,P06245,0
D06246,P06246,1
D06247,P06247,0
D06248,P06248,1
D06249,P06249,0
D06250,P06250,1
D06251,P06251,0
D06252,P06252,1
D06253,P06253,0
D06254,P06254,1
D06255,P06255,0
D06256,P06256,1
D06257,P06257,0
D06258,P06258,1
D06259,P06259,1
D06260,P06260,0
D06261,P06261,1
D06262,P06262,0
D06263,P06263,1
D06264,P06264,0
D06265,P06265,1
D06266,P06266,0
D06267,P06267,1
D06268,P06268,0
D06269,P06269,1
D06270,P06270,0
D06271,P06271,1
D06272,P06272,0
D06273,P06273,1
D06274,P06274,0
D06275,P06275,1
D06276,P06276,0
D06277,P06277,1
D06278,P06278,0
D06279,P06279,1
D06280,P06280,0
D06281,P06281,1
D06282,P06282,0
D06283,P06283,1
D06284,P06284,0
D06285,P06285,1
D06286,P06286,0
D06287,P06287,1
D06288,P06288,0
D06289,P06289,1
D06290,P06290,0
D06291,P06291,1
D06292,P06292,0
D06293,P06293,1
D06294,P06294,0
D06295,P06295,1
D06296,P06296,0
D06297,P06297,1
D06298,P06298,0
D06299,P06299,1
D06300,P06300,0
D06301,P06301,1
D06302,P06302,0
D06303,P06303,0
D06304,P06304,1
D06305,P06305,0
D06306,P06306,1
D06307,P06307,0
D06308,P06308,1
D06309,P06309,0
D06310,P06310,1
D06311,P06311,0
D06312,P06312,1
D06313,P06313,0
D06314,P06314,1
D06315,P06315,0
D06316,P06316,1
D06317,P06317,0
D06318,P06318,1
D06319,P06319,0
D06320,P06320,1
D06321,P06321,0
D06322,P06322,1
D06323,P06323,0
D06324,P06324,1
D06325,P06325,0
D06326,P06326,1
D06327,P06327,0
D06328,P06328,1
D06329,P06329,0
D06330,P06330,1
D06331,P06331,0
D06332,P06332,1
D06333,P06333,0
D06334,P06334,1
D06335,P06335,0
D06336,P06336,1
D06337,P06337,0
D06338,P06338,1
D06339,P06339,0
D06340,P06340,1
D06341,P06341,0
D06342,P06342,1
D06343,P06343,0
D06344,P06344,1
D06345,P06345,0
D06346,P06346,1
D06347,P06347,0
D06348,P06348,1
D06349,P06349,0
D06350,P06350,1
D06351,P06351,0
D06352,P06352,1
D06353,P06353,0
D06354,P06354,1
D06355,P06355,0
D06356,P06356,1
D06357,P06357,0
D06358,P06358,1
D06359,P06359,0
D06360,P06360,1
D06361,P06361,0
D06362,P06362,1
D06363,P06363,0
D06364,P06364,1
D06365,P06365,0
D06366,P06366,1
D06367,P06367,0
D06368,P06368,1
D06369,P06369,0
D06370,P06370,1
D06371,P06371,0
D06372,P06372,1
D06373,P06373,0
D06374,P06374,1
D06375,P06375,0
D06376,P06376,1
D06377,P06377,0
D06378,P06378,1
D06379,P06379,0
D06380,P06380,1
D06381,P06381,0
D06382,P06382,1
D06383,P06383,0
D06384,P06384,1
D06385,P06385,0
D06386,P06386,1
D06387,P06387,0
D06388,P06388,1
D06389,P06389,0
D06390,P06390,1
D06391,P06391,0
D06392,P06392,1
D06393,P06393,0
D06394,P06394,1
D06395,P06395,0
D06396,P06396,1
D06397,P06397,0
D06398,P06398,1
D06399,P06399,0
D06400,P06400,1
D06401,P06401,0
D06402,P06402,1
D06403,P06403,0
D06404,P06404,1
D06405,P06405,0
D06406,P06406,1
D06407,P06407,0
D06408,P06408,1
D06409,P06409,0
D06410,P06410,1
D06411,P06411,0
D06412,P06412,1
D06413,P06413,0
D06414,P06414,1
D06415,P06415,0
D06416,P06416,1
D06417,P06417,0
D06418,P06418,1
D06419,P06419,0
D06420,P06420,1
D06421,P06421,0
D06422,P06422,1
D06423,P06423,0
D06424,P06424,1
D06425,P06425,0
D06426,P06426,1
D06427,P06427,0
D06428,P06428,1
D06429,P06429,0
D06430,P06430,1
D06431,P06431,0
D06432,P06432,1
D06433,P06433,0
D06434,P06434,1
D06435,P06435,0
D06436,P06436,1
D06437,P06437,0
D06438,P06438,1
D06439,P06439,0
D06440,P06440,1
D06441,P06441,0
D06442,P06442,1
D06443,P06443,0
D06444,P06444,1
D06445,P06445,0
D06446,P06446,1
D06447,P06447,0
D06448,P06448,1
D06449,P06449,0
D06450,P06450,1
D06451,P06451,0
D06452,P06452,1
D06453,P06453,0
D06454,P06454,1
D06455,P06455,0
D06456,P06456,1
D06457,P06457,0
D06458,P06458,1
D06459,P06459,0
D06460,P06460,1
D06461,P06461,0
D06462,P06462,1
D06463,P06463,0
D06464,P06464,1
D06465,P06465,0
D06466,P06466,1
D06467,P06467,0
D06468,P06468,1
D06469,P06469,0
D06470,P06470,1
D06471,P06471,0
D06472,P06472,1
D06473,P06473,0
D06474,P06474,1
D06475,P06475,0
D06476,P06476,1
D06477,P06477,0
D06478,P06478,1
D06479,P06479,0
D06480,P06480,1
D06481,P06481,0
D06482,P06482,1
D06483,P06483,0
D06484,P06484,1
D06485,P06485,0
D06486,P06486,1
D06487,P06487,0
D06488,P06488,1
D06489,P06489,0
D06490,P06490,1
D06491,P06491,0
D06492,P06492,1
D06493,P06493,0
D06494,P06494,1
D06495,P06495,0
D06496,P06496,1
D06497,P06497,0
D06498,P06498,1
D06499,P06499,0
D06500,P06500,1
D06501,P06501,0
D06502,P06502,1
D06503,P06503,0
D06504,P06504,1
D06505,P06505,0
D06506,P06506,1
D06507,P06507,0
D06508,P06508,1
D06509,P06509,0
D06510,P06510,1
D06511,P06511,0
D06512,P06512,1
D06513,P06513,0
D06514,P06514,1
D06515,P06515,0
D06516,P06516,1
D06517,P06517,0
D06518,P06518,1
D06519,P06519,0
D06520,P06520,1
D06521,P06521,0
D06522,P06522,1
D06523,P06523,0
D06524,P06524,1
D06525,P06525,1
D06526,P06526,0
D06527,P06527,1
D06528,P06528,0
D06529,P06529,1
D06530,P06530,0
D06531,P06531,1
D06532,P06532,0
D06533,P06533,1
D06534,P06534,0
D06535,P06535,1
D06536,P06536,0
D06537,P06537,1
D06538,P06538,0
D06539,P06539,1
D06540,P06540,0
D06541,P06541,1
D06542,P06542,0
D06543,P06543,1
D06544,P06544,0
D06545,P06545,1
D06546,P06546,0
D06547,P06547,1
D06548,P06548,0
D06549,P06549,1
D06550,P06550,0
D06551,P06551,1
D06552,P06552,0
D06553,P06553,1
D06554,P06554,0
D06555,P06555,1
D06556,P06556,0
D06557,P06557,1
D06558,P06558,0
D06559,P06559,1
D06560,P06560,0
D06561,P06561,1
D06562,P06562,0
D06563,P06563,1
D06564,P06564,0
D06565,P06565,1
D06566,P06566,0
D06567,P06567,1
D06568,P06568,0
D06569,P06569,1
D06570,P06570,0
D06571,P06571,1
D06572,P06572,0
D06573,P06573,1
D06574,P06574,0
D06575,P06575,1
D06576,P06576,0
D06577,P06577,1
D06578,P06578,0
D06579,P06579,1
D06580,P06580,0
D06581,P06581,1
D06582,P06582,0
D06583,P06583,1
D06584,P06584,0
D06585,P06585,1
D06586,P06586,0
D06587,P06587,1
D06588,P06588,0
D06589,P06589,1
D06590,P06590,0
D06591,P06591,1
D06592,P06592,0
D06593,P06593,1
D06594,P06594,0
D06595,P06595,1
D06596,P06596,0
D06597,P06597,1
D06598,P06598,0
D06599,P06599,1
D06600,P06600,0
D06601,P06601,1
D06602,P06602,0
D06603,P06603,1
D06604,P06604,0
D06605,P06605,1
D06606,P06606,0
D06607,P06607,1
D06608,P06608,0
D06609,P06609,1
D06610,P06610,0
D06611,P06611,1
D06612,P06612,0
D06613,P06613,1
D06614,P06614,0
D06615,P06615,1
D06616,P06616,0
D06617,P06617,1
D06618,P06618,0
D06619,P06619,1
D06620,P06620,0
D06621,P06621,1
D06622,P06622,0
D06623,P06623,1
D06624,P06624,0
D06625,P06625,1
D06626,P06626,0
D06627,P06627,1
D06628,P06628,0
D06629,P06629,1
D06630,P06630,0
D06631,P06631,1
D06632,P06632,0
D06633,P06633,1
D06634,P06634,0
D06635,P06635,1
D06636,P06636,0
D06637,P06637,1
D06638,P06638,1
D06639,P06639,0
D06640,P06640,1
D06641,P06641,0
D06642,P06642,1
D06643,P06643,0
D06644,P06644,1
D06645,P06645,0
D06646,P06646,1
D06647,P06647,0
D06648,P06648,1
D06649,P06649,0
D06650,P06650,1
D06651,P06651,0
D06652,P06652,1
D06653,P06653,1
D06654,P06654,0
D06655,P06655,1
D06656,P06656,0
D06657,P06657,1
D06658,P06658,0
D06659,P06659,1
D06660,P06660,0
D06661,P06661,1
D06662,P06662,0
D06663,P06663,1
D06664,P06664,0
D06665,P06665,1
D06666,P06666,0
D06667,P06667,1
D06668,P06668,0
D06669,P06669,1
D06670,P06670,0
D06671,P06671,1
D06672,P06672,0
D06673,P06673,1
D06674,P06674,0
D06675,P06675,1
D06676,P06676,0
D06677,P06677,1
D06678,P06678,0
D06679,P06679,1
D06680,P06680,0
D06681,P06681,1
D06682,P06682,0
D06683,P06683,1
D06684,P06684,0
D06685,P06685,1
D06686,P06686,0
D06687,P06687,1
D06688,P06688,0
D06689,P06689,1
D06690,P06690,0
D06691,P06691,1
D06692,P06692,0
D06693,P06693,1
D06694,P06694,0
D06695,P06695,1
D06696,P06696,0
D06697,P06697,1
D06698,P06698,0
D06699,P06699,1
D06700,P06700,0
D06701,P06701,1
D06702,P06702,0
D06703,P06703,1
D06704,P06704,0
D06705,P06705,1
D06706,P06706,0
D06707,P06707,1
D06708,P06708,0
D06709,P06709,1
D06710,P06710,0
D06711,P06711,1
D06712,P06712,0
D06713,P06713,1
D06714,P06714,0
D06715,P06715,1
D06716,P06716,0
D06717,P06717,1
D06718,P06718,0
D06719,P06719,1
D06720,P06720,0
D06721,P06721,1
D06722,P06722,0
D06723,P06723,1
D06724,P06724,0
D06725,P06725,1
D06726,P06726,0
D06727,P06727,1
D06728,P06728,0
D06729,P06729,1
D06730,P06730,0
D06731,P06731,1
D06732,P06732,0
D06733,P06733,1
D06734,P06734,0
D06735,P06735,1
D06736,P06736,0
D06737,P06737,1
D06738,P06738,0
D06739,P06739,1
D06740,P06740,0
D06741,P06741,1
D06742,P06742,1
D06743,P06743,0
D06744,P06744,1
D06745,P06745,0
D06746,P06746,1
D06747,P06747,0
D06748,P06748,1
D06749,P06749,0
D06750,P06750,1
D06751,P06751,0
D06752,P06752,1
D06753,P06753,0
D06754,P06754,1
D06755,P06755,0
D06756,P06756,1
D06757,P06757,0
D06758,P06758,1
D06759,P06759,0
D06760,P06760,1
D06761,P06761,0
D06762,P06762,1
D06763,P06763,0
D06764,P06764,1
D06765,P06765,0
D06766,P06766,1
D06767,P06767,0
D06768,P06768,1
D06769,P06769,0
D06770,P06770,1
D06771,P06771,0
D06772,P06772,1
D06773,P06773,0
D06774,P06774,1
D06775,P06775,0
D06776,P06776,1
D06777,P06777,0
D06778,P06778,1
D06779,P06779,0
D06780,P06780,1
D06781,P06781,0
D06782,P06782,1
D06783,P06783,0
D06784,P06784,1
D06785,P06785,0
D06786,P06786,1
D06787,P06787,0
D06788,P06788,1
D06789,P06789,0
D06790,P06790,1
D06791,P06791,0
D06792,P06792,1
D06793,P06793,0
D06794,P06794,1
D06795,P06795,0
D06796,P06796,1
D06797,P06797,0
D06798,P06798,1
D06799,P06799,0
D06800,P06800,1
D06801,P06801,0
D06802,P06802,1
D06803,P06803,0
D06804,P06804,1
D06805,P06805,0
D06806,P06806,1
D06807,P06807,0
D06808,P06808,1
D06809,P06809,0
D06810,P06810,1
D06811,P06811,0
D06812,P06812,1
D06813,P06813,0
D06814,P06814,1
D06815,P06815,0
D06816,P06816,1
D06817,P06817,0
D06818,P06818,1
D06819,P06819,0
D06820,P06820,1
D06821,P06821,0
D06822,P06822,1
D06823,P06823,0
D06824,P06824,1
D06825,P06825,0
D06826,P06826,1
D06827,P06827,0
D06828,P06828,1
D06829,P06829,0
D06830,P06830,1
D06831,P06831,0
D06832,P06832,1
D06833,P06833,0
D06834,P06834,1
D06835,P06835,0
D06836,P06836,1
D06837,P06837,0
D06838,P06838,1
D06839,P06839,0
D06840,P06840,1
D06841,P06841,0
D06842,P06842,1
D06843,P06843,0
D06844,P06844,1
D06845,P06845,0
D06846,P06846,1
D06847,P06847,0
D06848,P06848,0
D06849,P06849,1
D06850,P06850,0
D06851,P06851,1
D06852,P06852,0
D06853,P06853,1
D06854,P06854,0
D06855,P06855,1
D06856,P06856,0
D06857,P06857,1
D06858,P06858,0
D06859,P06859,1
D06860,P06860,0
D06861,P06861,1
D06862,P06862,0
D06863,P06863,1
D06864,P06864,0
D06865,P06865,1
D06866,P06866,0
D06867,P06867,1
D06868,P06868,0
D06869,P06869,1
D06870,P06870,0
D06871,P06871,1
D06872,P06872,0
D06873,P06873,1
D06874,P06874,0
D06875,P06875,1
D06876,P06876,0
D06877,P06877,1
D06878,P06878,0
D06879,P06879,1
D06880,P06880,0
D06881,P06881,1
D06882,P06882,0
D06883,P06883,1
D06884,P06884,0
D06885,P06885,1
D06886,P06886,0
D06887,P06887,1
D06888,P06888,0
D06889,P06889,1
D06890,P06890,0
D06891,P06891,1
D06892,P06892,0
D06893,P06893,1
D06894,P06894,0
D06895,P06895,1
D06896,P06896,0
D06897,P06897,1
D06898,P06898,0
D06899,P06899,1
D06900,P06900,0
D06901,P06901,1
D06902,P06902,0
D06903,P06903,1
D06904,P06904,0
D06905,P06905,1
D06906,P06906,0
D06907,P06907,1
D06908,P06908,0
D06909,P06909,1
D06910,P06910,0
D06911,P06911,1
D06912,P06912,0
D06913,P06913,1
D06914,P06914,0
D06915,P06915,1
D06916,P06916,0
D06917,P06917,1
D06918,P06918,0
D06919,P06919,1
D06920,P06920,0
D06921,P06921,1
D06922,P06922,0
D06923,P06923,1
D06924,P06924,0
D06925,P06925,1
D06926,P06926,0
D06927,P06927,1
D06928,P06928,0
D06929,P06929,1
D06930,P06930,0
D06931,P06931,1
D06932,P06932,0
D06933,P06933,1
D06934,P06934,0
D06935,P06935,1
D06936,P06936,0
D06937,P06937,1
D06938,P06938,0
D06939,P06939,1
D06940,P06940,0
D06941,P06941,1
D06942,P06942,0
D06943,P06943,1
D06944,P06944,0
D06945,P06945,1
D06946,P06946,0
D06947,P06947,1
D06948,P06948,0
D06949,P06949,1
D06950,P06950,0
D06951,P06951,1
D06952,P06952,0
D06953,P06953,1
D06954,P06954,0
D06955,P06955,1
D06956,P06956,0
D06957,P06957,1
D06958,P06958,0
D06959,P06959,1
D06960,P06960,0
D06961,P06961,1
D06962,P06962,0
D06963,P06963,1
D06964,P06964,0
D06965,P06965,1
D06966,P06966,0
D06967,P06967,1
D06968,P06968,0
D06969,P06969,1
D06970,P06970,0
D06971,P06971,1
D06972,P06972,0
D06973,P06973,1
D06974,P06974,0
D06975,P06975,1
D06976,P06976,0
D06977,P06977,1
D06978,P06978,0
D06979,P06979,1
D06980,P06980,0
D06981,P06981,1
D06982,P06982,0
D06983,P06983,1
D06984,P06984,0
D06985,P06985,1
D06986,P06986,0
D06987,P06987,1
D06988,P06988,0
D06989,P06989,1
D06990,P06990,0
D06991,P06991,1
D06992,P06992,0
D06993,P06993,1
D06994,P06994,0
D06995,P06995,1
D06996,P06996,0
D06997,P06997,1
D06998,P06998,0
D06999,P06999,1
D07000,P07000,0
D07001,P07001,1
D07002,P07002,0
D07003,P07003,1
D07004,P07004,0
D07005,P07005,1
D07006,P07006,0
D07007,P07007,1
D07008,P07008,0
D07009,P07009,1
D07010,P07010,0
D07011,P07011,1
D07012,P07012,0
D07013,P07013,1
D07014,P07014,0
D07015,P07015,1
D07016,P07016,0
D07017,P07017,1
D07018,P07018,0
D07019,P07019,1
D07020,P07020,0
D07021,P07021,1
D07022,P07022,0
D07023,P07023,1
D07024,P07024,0
D07025,P07025,1
D07026,P07026,0
D07027,P07027,1
D07028,P07028,0
D07029,P07029,1
D07030,P07030,0
D07031,P07031,1
D07032,P07032,0
D07033,P07033,1
D07034,P07034,0
D07035,P07035,1
D07036,P07036,0
D07037,P07037,1
D07038,P07038,0
D07039,P07039,1
D07040,P07040,0
D07041,P07041,1
D07042,P07042,0
D07043,P07043,1
D07044,P07044,1
D07045,P07045,0
D07046,P07046,1
D07047,P07047,0
D07048,P07048,1
D07049,P07049,0
D07050,P07050,1
D07051,P07051,0
D07052,P07052,1
D07053,P07053,0
D07054,P07054,1
D07055,P07055,0
D07056,P07056,1
D07057,P07057,0
D07058,P07058,1
D07059,P07059,0
D07060,P07060,1
D07061,P07061,0
D07062,P07062,1
D07063,P07063,0
D07064,P07064,1
D07065,P07065,0
D07066,P07066,1
D07067,P07067,0
D07068,P07068,1
D07069,P07069,0
D07070,P07070,1
D07071,P07071,0
D07072,P07072,1
D07073,P07073,0
D07074,P07074,1
D07075,P07075,0
D07076,P07076,1
D07077,P07077,0
D07078,P07078,1
D07079,P07079,0
D07080,P07080,1
D07081,P07081,0
D07082,P07082,1
D07083,P07083,0
D07084,P07084,1
D07085,P07085,0
D07086,P07086,1
D07087,P07087,0
D07088,P07088,1
D07089,P07089,0
D07090,P07090,1
D07091,P07091,0
D07092,P07092,1
D07093,P07093,0
D07094,P07094,1
D07095,P07095,0
D07096,P07096,1
D07097,P07097,0
D07098,P07098,1
D07099,P07099,0
D07100,P07100,1
D07101,P07101,0
D07102,P07102,1
D07103,P07103,0
D07104,P07104,1
D07105,P07105,0
D07106,P07106,1
D07107,P07107,0
D07108,P07108,1
D07109,P07109,0
D07110,P07110,1
D07111,P07111,0
D07112,P07112,1
D07113,P07113,0
D07114,P07114,1
D07115,P07115,0
D07116,P07116,1
D07117,P07117,0
D07118,P07118,1
D07119,P07119,0
D07120,P07120,1
D07121,P07121,0
D07122,P07122,1
D07123,P07123,0
D07124,P07124,1
D07125,P07125,0
D07126,P07126,1
D07127,P07127,0
D07128,P07128,1
D07129,P07129,0
D07130,P07130,1
D07131,P07131,0
D07132,P07132,1
D07133,P07133,0
D07134,P07134,1
D07135,P07135,0
D07136,P07136,1
D07137,P07137,1
D07138,P07138,0
D07139,P07139,1
D07140,P07140,0
D07141,P07141,1
D07142,P07142,0
D07143,P07143,1
D07144,P07144,0
D07145,P07145,1
D07146,P07146,0
D07147,P07147,1
D07148,P07148,0
D07149,P07149,1
D07150,P07150,0
D07151,P07151,1
D07152,P07152,0
D07153,P07153,1
D07154,P07154,0
D07155,P07155,1
D07156,P07156,0
D07157,P07157,1
D07158,P07158,0
D07159,P07159,1
D07160,P07160,0
D07161,P07161,1
D07162,P07162,0
D07163,P07163,1
D07164,P07164,0
D07165,P07165,1
D07166,P07166,0
D07167,P07167,1
D07168,P07168,0
D07169,P07169,1
D07170,P07170,0
D07171,P07171,1
D07172,P07172,0
D07173,P07173,1
D07174,P07174,0
D07175,P07175,1
D07176,P07176,0
D07177,P07177,1
D07178,P07178,0
D07179,P07179,1
D07180,P07180,0
D07181,P07181,1
D07182,P07182,0
D07183,P07183,1
D07184,P07184,0
D07185,P07185,1
D07186,P07186,0
D07187,P07187,1
D07188,P07188,1
D07189,P07189,0
D07190,P07190,1
D07191,P07191,0
D07192,P07192,1
D07193,P07193,0
D07194,P07194,1
D07195,P07195,0
D07196,P07196,1
D07197,P07197,0
D07198,P07198,1
D07199,P07199,0
D07200,P07200,1
D07201,P07201,0
D07202,P07202,1
D07203,P07203,0
D07204,P07204,1
D07205,P07205,0
D07206,P07206,0
D07207,P07207,1
D07208,P07208,0
D07209,P07209,1
D07210,P07210,0
D07211,P07211,1
D07212,P07212,0
D07213,P07213,1
D07214,P07214,0
D07215,P07215,1
D07216,P07216,0
D07217,P07217,1
D07218,P07218,0
D07219,P07219,1
D07220,P07220,0
D07221,P07221,1
D07222,P07222,0
D07223,P07223,1
D07224,P07224,0
D07225,P07225,1
D07226,P07226,0
