protein_id,sequence
P03212,P54219
P03213,P78334
P03214,P00807
P03215,P30536
P03216,P45877
P03217,Q13621
P03218,P0AFI2
P03219,Q99720
P03220,P25092
P03221,Q9Y285
P03222,P25098
P03223,Q16850
P03224,P12319
P03225,P21917
P03226,Q9Y5Y6
P03227,P24046
P03228,P11362
P03229,O00591
P03230,P51843
P03231,Q9H4Y5
P03232,Q7Z2H8
P03233,P49619
P03234,Q99928
P03235,P62508
P03236,P35462
P03237,P20061
P03238,P21917
P03239,Q4W8W1
P03240,P10109
P03241,P08686
P03242,Q14571
P03243,P01023
P03244,P31350
P03245,P50135
P03246,Q13258
P03247,P50406
P03248,P23434
P03249,P48506
P03250,P02792
P03251,P28223
P03252,Q969P6
P03253,P04746
P03254,Q8WYK2
P03255,P77967
P03256,Q13258
P03257,P18505
P03258,A2QLK4
P03259,P31749
P03260,P30988
P03261,O60733
P03262,P21918
P03263,P47869
P03264,P06239
P03265,O14920
P03266,P53597
P03267,P23219
P03268,P17252
P03269,Q99460
P03270,Q15759
P03271,P24300
P03272,P07204
P03273,P24228
P03274,Q51225
P03275,P35368
P03276,P13727
P03277,Q51225
P03278,P09488
P03279,Q99928
P03280,P29218
P03281,P18505
P03282,P23284
P03283,Q07869
P03284,Q5T1J1
P03285,P00374
P03286,P0AEB3
P03287,P35498
P03288,O94788
P03289,P28074
P03290,P10620
P03291,P02818
P03292,P20648
P03293,P18089
P03294,P36888
P03295,P20309
P03296,P48029
P03297,Q9NS85
P03298,P11388
P03299,Q01959
P03300,P78334
P03301,P34897
P03302,Q96RQ3
P03303,Q14432
P03304,P21817
P03305,Q99928
P03306,Q9UGM1
P03307,Q14432
P03308,P50416
P03309,P0AG59
P03310,P29275
P03311,P14867
P03312,P04156
P03313,Q13002
P03314,Q6N063
P03315,P42262
P03316,Q13946
P03317,P14867
P03318,P0AES6
P03319,P08173
P03320,O15269
P03321,P35367
P03322,Q7L0J3
P03323,O75600
P03324,Q9NY47
P03325,P07948
P03326,P19113
P03327,P21728
P03328,Q14697
P03329,Q8TD30
P03330,Q02218
P03331,P21728
P03332,P00742
P03333,Q8XJ01
P03334,O95069
P03335,P08253
P03336,P28222
P03337,O95342
P03338,P26447
P03339,P27487
P03340,P29034
P03341,P35368
P03342,Q9Y271
P03343,P48169
P03344,P19634
P03345,P17752
P03346,P23945
P03347,P14867
P03348,O76083
P03349,P68638
P03350,P48549
P03351,P43702
P03352,P42345
P03353,P23219
P03354,Q92953
P03355,P02918
P03356,P30556
P03357,O00591
P03358,Q13555
P03359,Q8XJ01
P03360,Q9NR97
P03361,Q72547
P03362,P50747
P03363,P43681
P03364,P20815
P03365,P35372
P03366,Q9AGP8
P03367,P28223
P03368,P47872
P03369,P25021
P03370,O60494
P03371,Q8WY07
P03372,P38435
P03373,P30926
P03374,P51692
P03375,P47870
P03376,Q6NS38
P03377,Q9UN88
P03378,P35354
P03379,Q9UK17
P03380,Q14330
P03381,P22894
P03382,P08172
P03383,O60931
P03384,Q12809
P03385,P49585
P03386,P46098
P03387,Q9BZV3
P03388,P24046
P03389,P49902
P03390,P0A3M6
P03391,Q53I07
P03392,Q8N1C3
P03393,Q96SW2
P03394,Q15842
P03395,P77967
P03396,P07550
P03397,Q08881
P03398,P14416
P03399,P57059
P03400,P08908
P03401,Q7Z2H8
P03402,P00813
P03403,Q05901
P03404,P78334
P03405,Q8IVH4
P03406,P21918
P03407,P03372
P03408,P35348
P03409,P30411
P03410,Q4U2R8
P03411,P29475
P03412,P50406
P03413,Q9Y257
P03414,P34969
P03415,Q06319
P03416,Q12879
P03417,Q8IZS8
P03418,P28221
P03419,P13866
P03420,P00734
P03421,P22413
P03422,P14416
P03423,P11388
P03424,P11229
P03425,Q5T1J1
P03426,Q9BQB6
P03427,P49190
P03428,Q99928
P03429,P08246
P03430,P01100
P03431,P04424
P03432,P28482
P03433,P34995
P03434,Q70KI2
P03435,P00750
P03436,P35368
P03437,P02675
P03438,O95954
P03439,P35354
P03440,P54289
P03441,Q92731
P03442,P07225
P03443,Q8N119
P03444,Q7L5Y9
P03445,Q9UI33
P03446,P43005
P03447,P20594
P03448,P55017
P03449,Q53H96
P03450,P34903
P03451,P98194
P03452,P51787
P03453,P10912
P03454,Q9UBS5
P03455,P01100
P03456,O43570
P03457,P30531
P03458,P08588
P03459,P16640
P03460,P08172
P03461,P49763
P03462,P08173
P03463,P20138
P03464,Q01959
P03465,Q72874
P03466,P09488
P03467,P13922
P03468,P35372
P03469,P04156
P03470,P35368
P03471,O15375
P03472,Q01959
P03473,Q49184
P03474,O00591
P03475,P08913
P03476,P14867
P03477,O00591
P03478,P69905
P03479,P08172
P03480,Q92206
P03481,P28065
P03482,P02679
P03483,Q13258
P03484,Q06319
P03485,P11229
P03486,P05106
P03487,O94788
P03488,P15260
P03489,P23219
P03490,P18925
P03491,P18089
P03492,P54687
P03493,P22303
P03494,P47901
P03495,P18825
P03496,P21817
P03497,Q8TCU5
P03498,P12081
P03499,O95180
P03500,Q9NPC2
P03501,P43166
P03502,P04156
P03503,P41145
P03504,Q8NBN7
P03505,P55017
P03506,P43116
P03507,Q13002
P03508,Q16620
P03509,P48169
P03510,Q9BY66
P03511,P11229
P03512,P09788
P03513,P07550
P03514,P25024
P03515,P08173
P03516,P37231
P03517,P07333
P03518,P19793
P03519,P21397
P03520,P09455
P03521,P34969
P03522,O43772
P03523,P24046
P03524,P07355
P03525,P21918
P03526,Q16772
P03527,Q13002
P03528,P00736
P03529,Q99707
P03530,P05166
P03531,P17252
P03532,P20138
P03533,P20839
P03534,P69905
P03535,O00555
P03536,P46597
P03537,P30711
P03538,O15530
P03539,P25021
P03540,P20594
P03541,Q99720
P03542,P24298
P03543,Q06203
P03544,P02919
P03545,P02918
P03546,Q96KS0
P03547,P00915
P03548,Q16873
P03549,P31644
P03550,P31994
P03551,P08172
P03552,P22352
P03553,P34969
P03554,Q9H239
P03555,P08588
P03556,Q9Y271
P03557,F1L7U3
P03558,O14786
P03559,P48169
P03560,O95363
P03561,P54289
P03562,P01137
P03563,Q01668
P03564,P39900
P03565,P31644
P03566,P01584
P03567,Q09428
P03568,O43741
P03569,P25100
P03570,O43447
P03571,P11229
P03572,Q8IVH4
P03573,Q9F0I5
P03574,P15144
P03575,P00325
P03576,P78352
P03577,Q8N1C3
P03578,O75493
P03579,P35372
P03580,P23786
P03581,P28472
P03582,Q16832
P03583,P20309
P03584,Q14123
P03585,P18848
P03586,Q92769
P03587,P15538
P03588,P17936
P03589,Q8WY07
P03590,O75900
P03591,P10613
P03592,P00720
P03593,P48169
P03594,P13196
P03595,P34995
P03596,P00519
P03597,P43166
P03598,Q14524
P03599,Q8NBN7
P03600,Q01668
P03601,Q96RJ0
P03602,P35348
P03603,P14060
P03604,P12724
P03605,Q03431
P03606,P08172
P03607,Q6N063
P03608,P11229
P03609,A9UF02
P03610,P09211
P03611,P30520
P03612,P08913
P03613,Q9UHW9
P03614,P25100
P03615,Q9BZW2
P03616,P23219
P03617,P24300
P03618,P41143
P03619,P01137
P03620,P00914
P03621,P31213
P03622,Q07343
P03623,P35372
P03624,P48549
P03625,P59768
P03626,P30939
P03627,Q9HAB3
P03628,P08172
P03629,P12259
P03630,P53985
P03631,Q9ULX7
P03632,O95644
P03633,Q01959
P03634,P10275
P03635,O95363
P03636,P15692
P03637,Q13936
P03638,P00813
P03639,Q03013
P03640,Q9NUB1
P03641,P28062
P03642,P21817
P03643,Q8TCC7
P03644,P35348
P03645,Q9NXE4
P03646,P34903
P03647,P06864
P03648,P18507
P03649,P32238
P03650,P35367
P03651,P51606
P03652,P14416
P03653,Q96RJ0
P03654,O15530
P03655,P11229
P03656,P07550
P03657,Q9H3S4
P03658,P04818
P03659,P21890
P03660,P28221
P03661,P35354
P03662,P25815
P03663,P01024
P03664,P37288
P03665,Q6PI48
P03666,Q14654
P03667,P25815
P03668,P08173
P03669,P54289
P03670,P34969
P03671,P32418
P03672,P47869
P03673,Q9UDX3
P03674,Q7RTV2
P03675,Q8N8N7
P03676,Q51504
P03677,P35354
P03678,P16234
P03679,P54646
P03680,Q05586
P03681,P20648
P03682,P48544
P03683,O00469
P03684,P18089
P03685,P05129
P03686,P28472
P03687,O76082
P03688,P47869
P03689,P54284
P03690,P04150
P03691,P08729
P03692,P23280
P03693,P47895
P03694,P47869
P03695,O60656
P03696,P14416
P03697,Q9S427
P03698,P19652
P03699,Q14697
P03700,P35462
P03701,P17707
P03702,Q9Y257
P03703,P33673
P03704,P43702
P03705,Q7Z2W7
P03706,P15692
P03707,Q9Y4U1
P03708,P14867
P03709,P35348
P03710,P31644
P03711,P15555
P03712,P30926
P03713,Q52437
P03714,P18089
P03715,P28593
P03716,P31645
P03717,P01583
P03718,P07550
P03719,Q9UNN8
P03720,P32418
P03721,Q06319
P03722,P37288
P03723,Q96RP8
P03724,P25100
P03725,Q969I3
P03726,P11229
P03727,P13843
P03728,P15144
P03729,O43519
P03730,P08263
P03731,P58558
P03732,O00408
P03733,O95881
P03734,P28221
P03735,P02751
P03736,Q9NP56
P03737,P06746
P03738,P47870
P03739,Q9WYT0
P03740,P14416
P03741,Q07837
P03742,P21728
P03743,P98164
P03744,P35367
P03745,Q14289
P03746,P08588
P03747,P49763
P03748,P08913
P03749,P34972
P03750,O43776
P03751,P48039
P03752,Q13200
P03753,P06241
P03754,P35367
P03755,Q8TED1
P03756,O75469
P03757,Q92781
P03758,P47870
P03759,P15509
P03760,P27338
P03761,O00329
P03762,P30872
P03763,O14649
P03764,P07550
P03765,Q8TED1
P03766,P21728
P03767,Q8N1C3
P03768,P06732
P03769,P57059
P03770,P13631
P03771,Q16775
P03772,P18283
P03773,P41252
P03774,Q9UJT1
P03775,P39023
P03776,P08172
P03777,Q9Y697
P03778,Q9UN88
P03779,P00183
P03780,P04818
P03781,O60494
P03782,Q8IZS8
P03783,P15104
P03784,P08908
P03785,O43708
P03786,P0C002
P03787,P10109
P03788,P34903
P03789,P11485
P03790,P22888
P03791,P08684
P03792,P08908
P03793,P18510
P03794,P11362
P03795,Q13002
P03796,P30536
P03797,P12532
P03798,P20309
P03799,P45877
P03800,P41145
P03801,P16410
P03802,P18505
P03803,Q4U2R8
P03804,Q99928
P03805,Q14500
P03806,P25100
P03807,P20138
P03808,Q9Y3R4
P03809,Q8IVL6
P03810,P25021
P03811,Q15031
P03812,P18507
P03813,O60427
P03814,Q14524
P03815,Q9UNX9
P03816,P32297
P03817,Q9NYK1
P03818,P47870
P03819,Q9Y2Q0
P03820,P18507
P03821,Q9BQB6
P03822,P31644
P03823,Q9NY72
P03824,P18507
P03825,Q12882
P03826,P35367
P03827,P51681
P03828,P41143
P03829,P09250
P03830,P03372
P03831,Q9NPC2
P03832,P29274
P03833,P27797
P03834,P48169
P03835,P04181
P03836,P35367
P03837,P31040
P03838,P12104
P03839,P50406
P03840,P04150
P03841,Q14573
P03842,P51681
P03843,P0AD68
P03844,Q5L2G3
P03845,P56282
P03846,Q96RI1
P03847,P25100
P03848,Q9BVG9
P03849,Q16881
P03850,P10696
P03851,O15554
P03852,P0A8T7
P03853,P14416
P03854,P46098
P03855,P35348
P03856,P08100
P03857,P22303
P03858,Q96PR1
P03859,P34903
P03860,P28074
P03861,P54750
P03862,Q07343
P03863,Q9UGM6
P03864,Q15822
P03865,Q13698
P03866,P33527
P03867,P18825
P03868,P08588
P03869,P08912
P03870,Q96EY8
P03871,O60391
P03872,P04150
P03873,Q92753
P03874,O60939
P03875,Q8N8R3
P03876,Q04782
P03877,P10415
P03878,O43708
P03879,P18089
P03880,O60674
P03881,P08913
P03882,Q07021
P03883,P29274
P03884,P0A7V3
P03885,P50440
P03886,P35869
P03887,P06276
P03888,P09455
P03889,P18825
P03890,P01133
P03891,P00480
P03892,Q16878
P03893,P08908
P03894,P07098
P03895,O14764
P03896,O75899
P03897,P28472
P03898,Q5JVS0
P03899,P22303
P03900,Q9NPC2
P03901,P80511
P03902,P02675
P03903,P28472
P03904,P51649
P03905,P18825
P03906,Q8WWQ8
P03907,P35348
P03908,P07101
P03909,P28335
P03910,P21918
P03911,P31749
P03912,P14618
P03913,O75891
P03914,P20309
P03915,P42262
P03916,P11229
P03917,P53608
P03918,P24024
P03919,P36507
P03920,P08908
P03921,O15269
P03922,P11229
P03923,O95069
P03924,Q75Y35
P03925,P29466
P03926,P30536
P03927,P72524
P03928,P48048
P03929,P05121
P03930,Q14432
P03931,P13726
P03932,P14324
P03933,P37231
P03934,P47712
P03935,P06241
P03936,P08913
P03937,O15530
P03938,P28223
P03939,P15559
P03940,P50579
P03941,Q9BY41
P03942,Q01668
P03943,P78348
P03944,P27338
P03945,P01024
P03946,P07550
P03947,Q9Y2J8
P03948,P47869
P03949,Q7SID9
P03950,P27815
P03951,P28476
P03952,P25100
P03953,Q9BY49
P03954,O00591
P03955,Q9HA77
P03956,Q9NP56
P03957,P0AD68
P03958,P07550
P03959,P11309
P03960,P25100
P03961,P0A7S3
P03962,P31644
P03963,P13726
P03964,Q13002
P03965,P11498
P03966,Q9UQD0
P03967,P19235
P03968,P21918
P03969,P36888
P03970,P18089
P03971,P78540
P03972,P20309
P03973,P07766
P03974,P48048
P03975,Q6NUM9
P03976,P05129
P03977,P08254
P03978,Q14957
P03979,Q9UBK8
P03980,Q96EM0
P03981,Q9LAG2
P03982,P08913
P03983,P23219
P03984,P27707
P03985,Q15758
P03986,Q9H4B7
P03987,O15374
P03988,P31153
P03989,O75469
P03990,P23219
P03991,P31994
P03992,P41594
P03993,P05091
P03994,P04150
P03995,Q7SID9
P03996,Q9NSE4
P03997,P11388
P03998,Q91RS4
P03999,P18089
P04000,Q86YB8
P04001,P08588
P04002,Q9UDX3
P04003,P47870
P04004,O60894
P04005,P31644
P04006,P51787
P04007,P16499
P04008,P0A7S9
P04009,Q8WYK2
P04010,P20586
P04011,P11485
P04012,Q8IZS8
P04013,P20309
P04014,Q00653
P04015,O14764
P04016,P08263
P04017,P34969
P04018,P20309
P04019,P30874
P04020,P35498
P04021,P35367
P04022,Q02218
P04023,P31644
P04024,P30613
P04025,P21918
P04026,Q9Y2Q3
P04027,Q58L87
P04028,P30536
P04029,Q14432
P04030,O14756
P04031,P52569
P04032,Q05932
P04033,P48169
P04034,O43526
P04035,P21728
P04036,Q969G6
P04037,P08588
P04038,P09252
P04039,P14416
P04040,Q05586
P04041,P78334
P04042,Q6NSD4
P04043,P47869
P04044,P42262
P04045,P41145
P04046,O60733
P04047,P42263
P04048,O60568
P04049,Q9UK17
P04050,Q7ZJM1
P04051,P02918
P04052,P14416
P04053,Q9H252
P04054,P34741
P04055,P35348
P04056,P35916
P04057,P02671
P04058,P0A0K8
P04059,P18505
P04060,P54750
P04061,P18089
P04062,Q9Y275
P04063,Q16445
P04064,Q92769
P04065,P43700
P04066,Q9NUB1
P04067,P12271
P04068,P32238
P04069,P0A7V8
P04070,Q08345
P04071,O95363
P04072,O14717
P04073,P41145
P04074,Q9HCR9
P04075,P22303
P04076,P41743
P04077,P08172
P04078,Q13002
P04079,Q9NP56
P04080,P07098
P04081,P23975
P04082,P0A9P4
P04083,Q16558
P04084,Q8WY07
P04085,P05193
P04086,P42336
P04087,Q16445
P04088,P27707
P04089,P18089
P04090,Q9Y5Y9
P04091,P14867
P04092,Q99712
P04093,P11229
P04094,P12271
P04095,P16066
P04096,P60723
P04097,Q16445
P04098,P13995
P04099,P27338
P04100,P23921
P04101,P28472
P04102,P37231
P04103,P48169
P04104,P17174
P04105,Q04760
P04106,Q9NWM0
P04107,Q99250
P04108,Q9NPA2
P04109,P08912
P04110,Q12882
P04111,P38435
P04112,P06715
P04113,Q96SW2
P04114,P27361
P04115,Q16322
P04116,Q99519
P04117,Q07837
P04118,P01100
P04119,P13945
P04120,P11362
P04121,Q09470
P04122,P16109
P04123,O95237
P04124,O75493
P04125,P0A3M6
P04126,O95298
P04127,Q9LAG2
P04128,P00480
P04129,P08173
P04130,Q16647
P04131,P11229
P04132,P21397
P04133,P07101
P04134,P05164
P04135,O15399
P04136,O75715
P04137,P00492
P04138,O14732
P04139,P18825
P04140,Q13332
P04141,Q8N1C3
P04142,P94692
P04143,P35368
P04144,O75311
P04145,P08908
P04146,Q03405
P04147,P23975
P04148,O00264
P04149,O43497
P04150,P14735
P04151,P06401
P04152,Q9L888
P04153,P04818
P04154,P60880
P04155,P11229
P04156,Q9NR19
P04157,Q01959
P04158,P30926
P04159,P43681
P04160,O43776
P04161,P08173
P04162,P02649
P04163,P29474
P04164,P13611
P04165,P03372
P04166,P0AF12
P04167,P05023
P04168,P24046
P04169,P43133
P04170,O15375
P04171,P08912
P04172,Q02880
P04173,P24046
P04174,Q8N1C3
P04175,Q13509
P04176,O25608
P04177,P60725
P04178,P48506
P04179,P16471
P04180,P19652
P04181,P27338
P04182,P08506
P04183,Q15822
P04184,P47869
P04185,P30531
P04186,Q14353
P04187,P08913
P04188,Q9NZK7
P04189,P30556
P04190,P30532
P04191,P31645
P04192,P51649
P04193,P14867
P04194,A8MPY1
P04195,P28223
P04196,Q9Y478
P04197,O14832
P04198,P08235
P04199,P14416
P04200,P98160
P04201,P28223
P04202,P54284
P04203,P35228
P04204,P19099
P04205,Q01668
P04206,P01906
P04207,P18507
P04208,P11230
P04209,P14867
P04210,P50870
P04211,P14867
P04212,Q96RP8
P04213,P30532
P04214,P39900
P04215,P08913
P04216,Q9UNN8
P04217,P21917
P04218,P03200
P04219,P10826
P04220,Q08881
P04221,O43497
P04222,P36896
P04223,P35869
P04224,Q71U36
P04225,P47869
P04226,Q9UK17
P04227,P47869
P04228,P19801
P04229,Q8NET8
P04230,P21817
P04231,P28472
P04232,Q13564
P04233,P46098
P04234,P16640
P04235,P08514
P04236,P51800
P04237,Q9BYV1
P04238,P20309
P04239,P35498
P04240,P20813
P04241,O43525
P04242,P31644
P04243,P08908
P04244,O15374
P04245,P35462
P04246,P06818
P04247,P10109
P04248,P02918
P04249,P20711
P04250,P05154
P04251,Q13946
P04252,Q9NY59
P04253,P10875
P04254,Q9NPA2
P04255,P07437
P04256,P24666
P04257,P00918
P04258,Q9WYT0
P04259,P04150
P04260,Q9H2M3
P04261,P10826
P04262,Q16322
P04263,P18846
P04264,P05546
P04265,Q5T1J1
P04266,P14618
P04267,Q8IWT1
P04268,P36888
P04269,P23415
P04270,Q58L87
P04271,O60840
P04272,P0C0X1
P04273,P08588
P04274,P19652
P04275,P47869
P04276,Q9H169
P04277,P47870
P04278,O95264
P04279,P35368
P04280,P25024
P04281,P30542
P04282,O60656
P04283,P08912
P04284,P0AD63
P04285,Q9NZV8
P04286,Q94655
P04287,P13716
P04288,P12461
P04289,Q99928
P04290,P18858
P04291,P08172
P04292,P05093
P04293,P08588
P04294,Q9NS75
P04295,P28223
P04296,P80511
P04297,P28223
P04298,Q06203
P04299,Q9GZZ6
P04300,P09250
P04301,P00387
P04302,Q4W8W1
P04303,P31645
P04304,Q08289
P04305,P52788
P04306,O95573
P04307,P47870
P04308,Q16878
P04309,Q9UBN7
P04310,P28062
P04311,P54289
P04312,Q6NS38
P04313,P00326
P04314,P05023
P04315,P15538
P04316,P11230
P04317,P06401
P04318,Q05940
P04319,P47869
P04320,Q5SHN7
P04321,Q13936
P04322,Q9Y2Q0
P04323,P35367
P04324,Q8DNB6
P04325,P35462
P04326,Q8IYQ7
P04327,P35348
P04328,P08192
P04329,P48637
P04330,Q15822
P04331,P30536
P04332,Q9NR33
P04333,P20061
P04334,P78417
P04335,P23219
P04336,P25098
P04337,P55011
P04338,Q8IVL5
P04339,P28335
P04340,P22888
P04341,P35372
P04342,P78508
P04343,P42261
P04344,P50135
P04345,Q99928
P04346,P06149
P04347,P35498
P04348,P49841
P04349,Q12879
P04350,Q12809
P04351,P51580
P04352,P09063
P04353,Q99712
P04354,Q06319
P04355,P31644
P04356,P10620
P04357,P26358
P04358,P06858
P04359,P50747
P04360,Q12809
P04361,P0AC13
P04362,O60733
P04363,P51168
P04364,P11498
P04365,P48443
P04366,P06401
P04367,P42357
P04368,P0C0L5
P04369,O43497
P04370,Q96HD9
P04371,Q9H244
P04372,Q96Q83
P04373,Q693P7
P04374,Q9Y2Q3
P04375,P23975
P04376,P58558
P04377,P35368
P04378,P0A749
P04379,O43570
P04380,P10875
P04381,P18825
P04382,P13498
P04383,P07550
P04384,P11836
P04385,P35368
P04386,P68638
P04387,Q00653
P04388,Q96SW2
P04389,P46098
P04390,P57059
P04391,Q9Y5R2
P04392,P34969
P04393,P43119
P04394,Q9NR97
P04395,P21917
P04396,P14867
P04397,P08912
P04398,Q7ZJM1
P04399,P62594
P04400,Q95460
P04401,P03372
P04402,P53848
P04403,P45059
P04404,Q53I07
P04405,P08588
P04406,P42261
P04407,P18847
P04408,O14786
P04409,P23975
P04410,P08253
P04411,Q6IB77
P04412,P50135
P04413,Q8XJ01
P04414,P0C0L5
P04415,P47869
P04416,Q13621
P04417,P07550
P04418,P51800
P04419,P08173
P04420,P30825
P04421,Q14957
P04422,Q9BXI2
P04423,P11229
P04424,P15153
P04425,P21728
P04426,Q99643
P04427,P19099
P04428,Q9HA77
P04429,P46098
P04430,Q9NPC2
P04431,P27487
P04432,P00438
P04433,P28221
P04434,Q8N142
P04435,P04150
P04436,Q8TD30
P04437,P08172
P04438,P24300
P04439,O00591
P04440,P26639
P04441,Q9H8P0
P04442,Q08499
P04443,P34969
P04444,P0A7S9
P04445,Q53707
P04446,Q9H2X9
P04447,P11498
P04448,P30085
P04449,P27361
P04450,P18283
P04451,P00807
P04452,Q75Y35
P04453,P07949
P04454,P63316
P04455,P44469
P04456,P43133
P04457,P23975
P04458,P08700
P04459,P08620
P04460,P00750
P04461,P13674
P04462,Q8NG66
P04463,P19320
P04464,P07814
P04465,P23219
P04466,P16435
P04467,P39086
P04468,P42081
P04469,P34969
P04470,Q9H8P0
P04471,Q9UBX3
P04472,Q16671
P04473,P42262
P04474,Q00653
P04475,O14727
P04476,Q9BXJ7
P04477,O00555
P04478,P02794
P04479,P19878
P04480,P35340
P04481,Q8IZS8
P04482,O95069
P04483,P28223
P04484,P62594
P04485,Q2TU84
P04486,P31644
P04487,Q9UKG9
P04488,P11388
P04489,P35498
P04490,P11511
P04491,P51787
P04492,P34903
P04493,O00469
P04494,Q99928
P04495,O94760
P04496,P35367
P04497,P05787
P04498,P55789
P04499,Q9Y5Y4
P04500,P35408
P04501,P00749
P04502,P47895
P04503,O95237
P04504,Q9UN88
P04505,Q9KIE5
P04506,P36888
P04507,Q8TDS4
P04508,O60939
P04509,P48728
P04510,P54289
P04511,P08263
P04512,P14207
P04513,P16066
P04514,P18089
P04515,P08243
P04516,P08913
P04517,Q53I07
P04518,Q13936
P04519,P23381
P04520,P08908
P04521,P10613
P04522,P11229
P04523,P54289
P04524,O75900
P04525,P10275
P04526,P21397
P04527,P30405
P04528,Q9X6V3
P04529,P78527
P04530,P30968
P04531,P26951
P04532,P43681
P04533,P35869
P04534,Q8N1C3
P04535,P51160
P04536,P20309
P04537,O14746
P04538,P08173
P04539,P41143
P04540,P35367
P04541,P51168
P04542,P07550
P04543,O95190
P04544,P35462
P04545,P23297
P04546,P31939
P04547,P37063
P04548,Q4ZHU6
P04549,P28476
P04550,Q07343
P04551,O75015
P04552,P09917
P04553,O95573
P04554,Q92731
P04555,Q52437
P04556,Q12809
P04557,Q07912
P04558,P01579
P04559,O00519
P04560,P46439
P04561,P62508
P04562,Q01959
P04563,Q14626
P04564,P48169
P04565,Q54873
P04566,P35372
P04567,Q51504
P04568,P07741
P04569,P14868
P04570,Q16445
P04571,Q9RA47
P04572,Q8TET4
P04573,P54368
P04574,P28335
P04575,Q9UNN8
P04576,Q13698
P04577,P56282
P04578,O00591
P04579,P60723
P04580,P43681
P04581,Q9Y275
P04582,Q15067
P04583,P34896
P04584,P28335
P04585,Q92637
P04586,P54219
P04587,P08913
P04588,P63000
P04589,P61497
P04590,Q8N1C3
P04591,P19793
P04592,P20309
P04593,P16389
P04594,Q8TCU5
P04595,P21266
P04596,Q14432
P04597,P02794
P04598,A8MPY1
P04599,Q16775
P04600,P05113
P04601,P05787
P04602,Q8N142
P04603,P24385
P04604,Q7CRA4
P04605,P01189
P04606,P30542
P04607,P28702
P04608,P18505
P04609,Q96RI1
P04610,Q01959
P04611,P45954
P04612,P41594
P04613,P11177
P04614,P07550
P04615,P04746
P04616,P08588
P04617,Q7CRA4
P04618,P35462
P04619,O60939
P04620,P08172
P04621,P31040
P04622,P07550
P04623,P31995
P04624,O14764
P04625,P76577
P04626,Q9HA77
P04627,P0AEB2
P04628,P36544
P04629,P07307
P04630,P28221
P04631,P22557
P04632,Q9UN76
P04633,P00807
P04634,P14555
P04635,Q96SW2
P04636,Q12809
P04637,P43681
P04638,P34903
P04639,P08546
P04640,P28221
P04641,Q8TET4
P04642,P30542
P04643,P20645
P04644,P29274
P04645,P30518
P04646,P47870
P04647,O00764
P04648,P0A7J6
P04649,P47870
P04650,P07550
P04651,P00367
P04652,P31645
P04653,P06818
P04654,P45954
P04655,P01920
P04656,P14416
P04657,P00491
P04658,Q9Y5Y9
P04659,P30532
P04660,Q13183
P04661,Q8N543
P04662,Q9UN88
P04663,P23458
P04664,P14867
P04665,O15399
P04666,O00591
P04667,P01106
P04668,P36544
P04669,P08514
P04670,P30613
P04671,P49765
P04672,O15111
P04673,P15260
P04674,P21728
P04675,P78417
P04676,P54289
P04677,P09063
P04678,Q08499
P04679,P00915
P04680,P78334
P04681,Q03154
P04682,P35368
P04683,P31785
P04684,Q16445
P04685,Q16832
P04686,P48167
P04687,P47712
P04688,P35367
P04689,P41595
P04690,P11229
P04691,Q9NS18
P04692,Q07343
P04693,Q9NPA1
P04694,Q15842
P04695,Q16558
P04696,P00797
P04697,Q9P2R7
P04698,P22033
P04699,P41180
P04700,P47870
P04701,Q13370
P04702,Q08289
P04703,Q9UDX4
P04704,P27338
P04705,Q9NZK7
P04706,P08172
P04707,P18825
P04708,P35372
P04709,P15559
P04710,P35372
P04711,Q9NWM0
P04712,P07437
P04713,P13945
P04714,O43497
P04715,Q15125
P04716,P35348
P04717,Q02156
P04718,Q16647
P04719,P19793
P04720,Q8XJ01
P04721,P12271
P04722,P35368
P04723,O25608
P04724,Q8DR59
P04725,P53667
P04726,P20618
P04727,Q9UKU7
P04728,P35367
P04729,P37747
P04730,Q13936
P04731,P41143
P04732,Q92952
P04733,P02649
P04734,P31644
P04735,P87066
P04736,P11388
P04737,P25092
P04738,O76083
P04739,P14770
P04740,Q05940
P04741,Q16850
P04742,P07550
P04743,P30613
P04744,P08908
P04745,P0A8V2
P04746,P00439
P04747,P04181
P04748,P08172
P04749,Q99519
P04750,P08913
P04751,P07003
P04752,P13922
P04753,P04626
P04754,P27695
P04755,Q53707
P04756,P23219
P04757,P07771
P04758,P48169
P04759,Q13698
P04760,P61278
P04761,P08908
P04762,Q8N0U8
P04763,P07451
P04764,Q01959
P04765,P31213
P04766,Q44532
P04767,P43007
P04768,Q16853
P04769,P22460
P04770,P43700
P04771,Q9RC23
P04772,Q96EY8
P04773,P53985
P04774,P54619
P04775,P49228
P04776,P11388
P04777,P05362
P04778,Q08493
P04779,P42330
P04780,P28221
P04781,P01100
P04782,P08913
P04783,P18825
P04784,P08172
P04785,Q9Y5Y9
P04786,P68366
P04787,Q02127
P04788,P08588
P04789,Q9LAG2
P04790,P00519
P04791,Q7ZJM1
P04792,P0A7S3
P04793,P10875
P04794,P18825
P04795,P18505
P04796,P35610
P04797,Q9X6V3
P04798,P00742
P04799,P18846
P04800,P11511
P04801,O75911
P04802,P36888
P04803,O43246
P04804,P14416
P04805,P61177
P04806,P23975
P04807,P21554
P04808,P03372
P04809,P10768
P04810,P09455
P04811,Q08289
P04812,P49591
P04813,P48169
P04814,P11229
P04815,P0AEZ1
