drug_id,protein_id,interaction
D02795,P02795,1
D02796,P02796,0
D02797,P02797,1
D02798,P02798,0
D02799,P02799,1
D02800,P02800,0
D02801,P02801,1
D02802,P02802,0
D02803,P02803,1
D02804,P02804,0
D02805,P02805,1
D02806,P02806,0
D02807,P02807,1
D02808,P02808,0
D02809,P02809,1
D02810,P02810,0
D02811,P02811,1
D02812,P02812,0
D02813,P02813,1
D02814,P02814,0
D02815,P02815,1
D02816,P02816,0
D02817,P02817,1
D02818,P02818,0
D02819,P02819,1
D02820,P02820,0
D02821,P02821,1
D02822,P02822,0
D02823,P02823,1
D02824,P02824,0
D02825,P02825,1
D02826,P02826,0
D02827,P02827,1
D02828,P02828,0
D02829,P02829,1
D02830,P02830,0
D02831,P02831,1
D02832,P02832,0
D02833,P02833,1
D02834,P02834,0
D02835,P02835,1
D02836,P02836,0
D02837,P02837,1
D02838,P02838,0
D02839,P02839,1
D02840,P02840,0
D02841,P02841,1
D02842,P02842,0
D02843,P02843,1
D02844,P02844,0
D02845,P02845,1
D02846,P02846,0
D02847,P02847,1
D02848,P02848,0
D02849,P02849,1
D02850,P02850,0
D02851,P02851,1
D02852,P02852,0
D02853,P02853,1
D02854,P02854,0
D02855,P02855,1
D02856,P02856,0
D02857,P02857,1
D02858,P02858,0
D02859,P02859,1
D02860,P02860,0
D02861,P02861,1
D02862,P02862,0
D02863,P02863,1
D02864,P02864,0
D02865,P02865,1
D02866,P02866,0
D02867,P02867,1
D02868,P02868,0
D02869,P02869,1
D02870,P02870,0
D02871,P02871,1
D02872,P02872,0
D02873,P02873,1
D02874,P02874,0
D02875,P02875,1
D02876,P02876,0
D02877,P02877,1
D02878,P02878,0
D02879,P02879,1
D02880,P02880,0
D02881,P02881,1
D02882,P02882,0
D02883,P02883,1
D02884,P02884,0
D02885,P02885,1
D02886,P02886,0
D02887,P02887,1
D02888,P02888,0
D02889,P02889,1
D02890,P02890,0
D02891,P02891,1
D02892,P02892,0
D02893,P02893,1
D02894,P02894,0
D02895,P02895,1
D02896,P02896,0
D02897,P02897,1
D02898,P02898,0
D02899,P02899,1
D02900,P02900,0
D02901,P02901,1
D02902,P02902,0
D02903,P02903,1
D02904,P02904,0
D02905,P02905,1
D02906,P02906,0
D02907,P02907,1
D02908,P02908,0
D02909,P02909,1
D02910,P02910,0
D02911,P02911,1
D02912,P02912,0
D02913,P02913,1
D02914,P02914,0
D02915,P02915,1
D02916,P02916,0
D02917,P02917,1
D02918,P02918,0
D02919,P02919,1
D02920,P02920,0
D02921,P02921,1
D02922,P02922,0
D02923,P02923,1
D02924,P02924,1
D02925,P02925,0
D02926,P02926,1
D02927,P02927,0
D02928,P02928,1
D02929,P02929,0
D02930,P02930,1
D02931,P02931,0
D02932,P02932,1
D02933,P02933,0
D02934,P02934,1
D02935,P02935,0
D02936,P02936,1
D02937,P02937,0
D02938,P02938,1
D02939,P02939,0
D02940,P02940,1
D02941,P02941,0
D02942,P02942,1
D02943,P02943,0
D02944,P02944,1
D02945,P02945,0
D02946,P02946,1
D02947,P02947,0
D02948,P02948,1
D02949,P02949,0
D02950,P02950,1
D02951,P02951,0
D02952,P02952,1
D02953,P02953,0
D02954,P02954,1
D02955,P02955,0
D02956,P02956,1
D02957,P02957,0
D02958,P02958,1
D02959,P02959,0
D02960,P02960,1
D02961,P02961,0
D02962,P02962,1
D02963,P02963,0
D02964,P02964,1
D02965,P02965,0
D02966,P02966,1
D02967,P02967,0
D02968,P02968,1
D02969,P02969,0
D02970,P02970,1
D02971,P02971,0
D02972,P02972,1
D02973,P02973,0
D02974,P02974,1
D02975,P02975,0
D02976,P02976,1
D02977,P02977,0
D02978,P02978,1
D02979,P02979,0
D02980,P02980,1
D02981,P02981,0
D02982,P02982,1
D02983,P02983,0
D02984,P02984,1
D02985,P02985,0
D02986,P02986,1
D02987,P02987,0
D02988,P02988,1
D02989,P02989,0
D02990,P02990,1
D02991,P02991,0
D02992,P02992,1
D02993,P02993,0
D02994,P02994,1
D02995,P02995,0
D02996,P02996,1
D02997,P02997,0
D02998,P02998,1
D02999,P02999,0
D03000,P03000,1
D03001,P03001,0
D03002,P03002,1
D03003,P03003,0
D03004,P03004,1
D03005,P03005,0
D03006,P03006,1
D03007,P03007,0
D03008,P03008,1
D03009,P03009,0
D03010,P03010,1
D03011,P03011,0
D03012,P03012,1
D03013,P03013,0
D03014,P03014,1
D03015,P03015,0
D03016,P03016,1
D03017,P03017,0
D03018,P03018,1
D03019,P03019,0
D03020,P03020,1
D03021,P03021,0
D03022,P03022,1
D03023,P03023,0
D03024,P03024,1
D03025,P03025,0
D03026,P03026,1
D03027,P03027,0
D03028,P03028,1
D03029,P03029,0
D03030,P03030,1
D03031,P03031,0
D03032,P03032,1
D03033,P03033,0
D03034,P03034,1
D03035,P03035,0
D03036,P03036,1
D03037,P03037,0
D03038,P03038,1
D03039,P03039,0
D03040,P03040,1
D03041,P03041,0
D03042,P03042,1
D03043,P03043,0
D03044,P03044,1
D03045,P03045,0
D03046,P03046,1
D03047,P03047,0
D03048,P03048,1
D03049,P03049,0
D03050,P03050,1
D03051,P03051,0
D03052,P03052,1
D03053,P03053,0
D03054,P03054,1
D03055,P03055,0
D03056,P03056,1
D03057,P03057,0
D03058,P03058,1
D03059,P03059,0
D03060,P03060,1
D03061,P03061,0
D03062,P03062,1
D03063,P03063,0
D03064,P03064,1
D03065,P03065,0
D03066,P03066,1
D03067,P03067,0
D03068,P03068,1
D03069,P03069,0
D03070,P03070,1
D03071,P03071,0
D03072,P03072,1
D03073,P03073,0
D03074,P03074,1
D03075,P03075,0
D03076,P03076,1
D03077,P03077,0
D03078,P03078,1
D03079,P03079,0
D03080,P03080,1
D03081,P03081,0
D03082,P03082,1
D03083,P03083,0
D03084,P03084,1
D03085,P03085,0
D03086,P03086,1
D03087,P03087,0
D03088,P03088,1
D03089,P03089,0
D03090,P03090,1
D03091,P03091,0
D03092,P03092,1
D03093,P03093,0
D03094,P03094,1
D03095,P03095,0
D03096,P03096,1
D03097,P03097,0
D03098,P03098,1
D03099,P03099,0
D03100,P03100,1
D03101,P03101,0
D03102,P03102,1
D03103,P03103,0
D03104,P03104,1
D03105,P03105,0
D03106,P03106,1
D03107,P03107,0
D03108,P03108,1
D03109,P03109,0
D03110,P03110,1
D03111,P03111,0
D03112,P03112,1
D03113,P03113,0
D03114,P03114,1
D03115,P03115,0
D03116,P03116,1
D03117,P03117,0
D03118,P03118,1
D03119,P03119,0
D03120,P03120,1
D03121,P03121,0
D03122,P03122,1
D03123,P03123,0
D03124,P03124,1
D03125,P03125,0
D03126,P03126,1
D03127,P03127,0
D03128,P03128,1
D03129,P03129,0
D03130,P03130,1
D03131,P03131,0
D03132,P03132,1
D03133,P03133,0
D03134,P03134,1
D03135,P03135,0
D03136,P03136,1
D03137,P03137,0
D03138,P03138,1
D03139,P03139,0
D03140,P03140,1
D03141,P03141,0
D03142,P03142,1
D03143,P03143,0
D03144,P03144,1
D03145,P03145,0
D03146,P03146,1
D03147,P03147,0
D03148,P03148,1
D03149,P03149,0
D03150,P03150,1
D03151,P03151,0
D03152,P03152,1
D03153,P03153,0
D03154,P03154,1
D03155,P03155,0
D03156,P03156,1
D03157,P03157,0
D03158,P03158,1
D03159,P03159,0
D03160,P03160,1
D03161,P03161,0
D03162,P03162,1
D03163,P03163,0
D03164,P03164,1
D03165,P03165,0
D03166,P03166,1
D03167,P03167,0
D03168,P03168,1
D03169,P03169,0
D03170,P03170,1
D03171,P03171,0
D03172,P03172,1
D03173,P03173,0
D03174,P03174,1
D03175,P03175,0
D03176,P03176,1
D03177,P03177,0
D03178,P03178,1
D03179,P03179,0
D03180,P03180,1
D03181,P03181,0
D03182,P03182,1
D03183,P03183,0
D03184,P03184,1
D03185,P03185,0
D03186,P03186,1
D03187,P03187,0
D03188,P03188,1
D03189,P03189,0
D03190,P03190,1
D03191,P03191,0
D03192,P03192,1
D03193,P03193,0
D03194,P03194,1
D03195,P03195,0
D03196,P03196,1
D03197,P03197,0
D03198,P03198,1
D03199,P03199,0
D03200,P03200,1
D03201,P03201,0
D03202,P03202,1
D03203,P03203,0
D03204,P03204,1
D03205,P03205,0
D03206,P03206,1
D03207,P03207,0
D03208,P03208,1
D03209,P03209,0
D03210,P03210,1
D03211,P03211,0
D03212,P03212,1
D03213,P03213,0
D03214,P03214,1
D03215,P03215,0
D03216,P03216,1
D03217,P03217,0
D03218,P03218,1
D03219,P03219,0
D03220,P03220,1
D03221,P03221,0
D03222,P03222,1
D03223,P03223,0
D03224,P03224,1
D03225,P03225,0
D03226,P03226,1
D03227,P03227,0
D03228,P03228,1
D03229,P03229,0
D03230,P03230,1
D03231,P03231,0
D03232,P03232,1
D03233,P03233,0
D03234,P03234,1
D03235,P03235,0
D03236,P03236,1
D03237,P03237,0
D03238,P03238,1
D03239,P03239,0
D03240,P03240,1
D03241,P03241,0
D03242,P03242,1
D03243,P03243,0
D03244,P03244,1
D03245,P03245,0
D03246,P03246,1
D03247,P03247,0
D03248,P03248,1
D03249,P03249,0
D03250,P03250,1
D03251,P03251,0
D03252,P03252,1
D03253,P03253,0
D03254,P03254,1
D03255,P03255,0
D03256,P03256,1
D03257,P03257,0
D03258,P03258,1
D03259,P03259,0
D03260,P03260,1
D03261,P03261,0
D03262,P03262,1
D03263,P03263,0
D03264,P03264,1
D03265,P03265,0
D03266,P03266,1
D03267,P03267,0
D03268,P03268,1
D03269,P03269,0
D03270,P03270,1
D03271,P03271,0
D03272,P03272,1
D03273,P03273,0
D03274,P03274,1
D03275,P03275,0
D03276,P03276,1
D03277,P03277,0
D03278,P03278,1
D03279,P03279,0
D03280,P03280,1
D03281,P03281,0
D03282,P03282,1
D03283,P03283,0
D03284,P03284,1
D03285,P03285,0
D03286,P03286,1
D03287,P03287,0
D03288,P03288,1
D03289,P03289,0
D03290,P03290,1
D03291,P03291,0
D03292,P03292,1
D03293,P03293,0
D03294,P03294,1
D03295,P03295,0
D03296,P03296,1
D03297,P03297,0
D03298,P03298,1
D03299,P03299,0
D03300,P03300,1
D03301,P03301,0
D03302,P03302,1
D03303,P03303,0
D03304,P03304,1
D03305,P03305,0
D03306,P03306,1
D03307,P03307,0
D03308,P03308,1
D03309,P03309,0
D03310,P03310,1
D03311,P03311,0
D03312,P03312,1
D03313,P03313,0
D03314,P03314,1
D03315,P03315,0
D03316,P03316,1
D03317,P03317,0
D03318,P03318,1
D03319,P03319,0
D03320,P03320,1
D03321,P03321,0
D03322,P03322,1
D03323,P03323,0
D03324,P03324,1
D03325,P03325,0
D03326,P03326,1
D03327,P03327,0
D03328,P03328,1
D03329,P03329,0
D03330,P03330,1
D03331,P03331,0
D03332,P03332,1
D03333,P03333,0
D03334,P03334,1
D03335,P03335,0
D03336,P03336,1
D03337,P03337,0
D03338,P03338,1
D03339,P03339,0
D03340,P03340,1
D03341,P03341,0
D03342,P03342,1
D03343,P03343,0
D03344,P03344,1
D03345,P03345,0
D03346,P03346,1
D03347,P03347,0
D03348,P03348,1
D03349,P03349,0
D03350,P03350,1
D03351,P03351,0
D03352,P03352,1
D03353,P03353,0
D03354,P03354,1
D03355,P03355,0
D03356,P03356,1
D03357,P03357,0
D03358,P03358,1
D03359,P03359,0
D03360,P03360,1
D03361,P03361,0
D03362,P03362,1
D03363,P03363,0
D03364,P03364,1
D03365,P03365,0
D03366,P03366,1
D03367,P03367,0
D03368,P03368,1
D03369,P03369,0
D03370,P03370,1
D03371,P03371,0
D03372,P03372,1
D03373,P03373,0
D03374,P03374,1
D03375,P03375,0
D03376,P03376,1
D03377,P03377,0
D03378,P03378,1
D03379,P03379,0
D03380,P03380,1
D03381,P03381,0
D03382,P03382,1
D03383,P03383,0
D03384,P03384,1
D03385,P03385,0
D03386,P03386,1
D03387,P03387,0
D03388,P03388,1
D03389,P03389,0
D03390,P03390,1
D03391,P03391,0
D03392,P03392,1
D03393,P03393,0
D03394,P03394,1
D03395,P03395,0
D03396,P03396,1
D03397,P03397,0
D03398,P03398,1
D03399,P03399,0
D03400,P03400,1
D03401,P03401,0
D03402,P03402,1
D03403,P03403,0
D03404,P03404,1
D03405,P03405,0
D03406,P03406,1
D03407,P03407,0
D03408,P03408,1
D03409,P03409,0
D03410,P03410,1
D03411,P03411,0
D03412,P03412,1
D03413,P03413,0
D03414,P03414,1
D03415,P03415,0
D03416,P03416,1
D03417,P03417,0
D03418,P03418,1
D03419,P03419,0
D03420,P03420,1
D03421,P03421,0
D03422,P03422,1
D03423,P03423,0
D03424,P03424,1
D03425,P03425,0
D03426,P03426,1
D03427,P03427,0
D03428,P03428,1
D03429,P03429,0
D03430,P03430,1
D03431,P03431,0
D03432,P03432,1
D03433,P03433,0
D03434,P03434,1
D03435,P03435,0
D03436,P03436,1
D03437,P03437,0
D03438,P03438,1
D03439,P03439,0
D03440,P03440,1
D03441,P03441,0
D03442,P03442,1
D03443,P03443,0
D03444,P03444,1
D03445,P03445,0
D03446,P03446,1
D03447,P03447,0
D03448,P03448,1
D03449,P03449,0
D03450,P03450,1
D03451,P03451,0
D03452,P03452,1
D03453,P03453,0
D03454,P03454,1
D03455,P03455,0
D03456,P03456,1
D03457,P03457,0
D03458,P03458,1
D03459,P03459,0
D03460,P03460,1
D03461,P03461,0
D03462,P03462,1
D03463,P03463,0
D03464,P03464,1
D03465,P03465,0
D03466,P03466,1
D03467,P03467,0
D03468,P03468,1
D03469,P03469,0
D03470,P03470,1
D03471,P03471,0
D03472,P03472,1
D03473,P03473,0
D03474,P03474,1
D03475,P03475,0
D03476,P03476,1
D03477,P03477,0
D03478,P03478,1
D03479,P03479,0
D03480,P03480,1
D03481,P03481,0
D03482,P03482,1
D03483,P03483,0
D03484,P03484,1
D03485,P03485,0
D03486,P03486,1
D03487,P03487,0
D03488,P03488,1
D03489,P03489,0
D03490,P03490,1
D03491,P03491,0
D03492,P03492,1
D03493,P03493,0
D03494,P03494,1
D03495,P03495,0
D03496,P03496,1
D03497,P03497,0
D03498,P03498,1
D03499,P03499,0
D03500,P03500,1
D03501,P03501,0
D03502,P03502,1
D03503,P03503,0
D03504,P03504,1
D03505,P03505,0
D03506,P03506,1
D03507,P03507,0
D03508,P03508,1
D03509,P03509,0
D03510,P03510,1
D03511,P03511,0
D03512,P03512,1
D03513,P03513,0
D03514,P03514,1
D03515,P03515,0
D03516,P03516,1
D03517,P03517,0
D03518,P03518,1
D03519,P03519,0
D03520,P03520,1
D03521,P03521,0
D03522,P03522,1
D03523,P03523,0
D03524,P03524,1
D03525,P03525,0
D03526,P03526,1
D03527,P03527,0
D03528,P03528,1
D03529,P03529,0
D03530,P03530,1
D03531,P03531,0
D03532,P03532,1
D03533,P03533,0
D03534,P03534,1
D03535,P03535,0
D03536,P03536,1
D03537,P03537,0
D03538,P03538,1
D03539,P03539,0
D03540,P03540,1
D03541,P03541,0
D03542,P03542,1
D03543,P03543,0
D03544,P03544,1
D03545,P03545,0
D03546,P03546,1
D03547,P03547,0
D03548,P03548,1
D03549,P03549,0
D03550,P03550,1
D03551,P03551,0
D03552,P03552,1
D03553,P03553,0
D03554,P03554,1
D03555,P03555,0
D03556,P03556,1
D03557,P03557,0
D03558,P03558,1
D03559,P03559,0
D03560,P03560,1
D03561,P03561,0
D03562,P03562,1
D03563,P03563,0
D03564,P03564,1
D03565,P03565,0
D03566,P03566,1
D03567,P03567,0
D03568,P03568,1
D03569,P03569,0
D03570,P03570,1
D03571,P03571,0
D03572,P03572,1
D03573,P03573,0
D03574,P03574,1
D03575,P03575,0
D03576,P03576,1
D03577,P03577,0
D03578,P03578,1
D03579,P03579,0
D03580,P03580,1
D03581,P03581,0
D03582,P03582,1
D03583,P03583,0
D03584,P03584,1
D03585,P03585,0
D03586,P03586,1
D03587,P03587,0
D03588,P03588,1
D03589,P03589,0
D03590,P03590,1
D03591,P03591,0
D03592,P03592,1
D03593,P03593,0
D03594,P03594,1
D03595,P03595,0
D03596,P03596,1
D03597,P03597,0
D03598,P03598,1
D03599,P03599,0
D03600,P03600,1
D03601,P03601,0
D03602,P03602,1
D03603,P03603,0
D03604,P03604,1
D03605,P03605,0
D03606,P03606,1
D03607,P03607,0
D03608,P03608,1
D03609,P03609,0
D03610,P03610,1
D03611,P03611,0
D03612,P03612,1
D03613,P03613,0
D03614,P03614,1
D03615,P03615,0
D03616,P03616,1
D03617,P03617,0
D03618,P03618,1
D03619,P03619,0
D03620,P03620,1
D03621,P03621,0
D03622,P03622,1
D03623,P03623,0
D03624,P03624,1
D03625,P03625,0
D03626,P03626,1
D03627,P03627,0
D03628,P03628,1
D03629,P03629,0
D03630,P03630,1
D03631,P03631,0
D03632,P03632,1
D03633,P03633,0
D03634,P03634,1
D03635,P03635,0
D03636,P03636,1
D03637,P03637,0
D03638,P03638,1
D03639,P03639,0
D03640,P03640,1
D03641,P03641,0
D03642,P03642,1
D03643,P03643,0
D03644,P03644,1
D03645,P03645,0
D03646,P03646,1
D03647,P03647,0
D03648,P03648,1
D03649,P03649,0
D03650,P03650,1
D03651,P03651,0
D03652,P03652,1
D03653,P03653,0
D03654,P03654,1
D03655,P03655,0
D03656,P03656,1
D03657,P03657,0
D03658,P03658,1
D03659,P03659,0
D03660,P03660,1
D03661,P03661,0
D03662,P03662,1
D03663,P03663,0
D03664,P03664,1
D03665,P03665,0
D03666,P03666,1
D03667,P03667,0
D03668,P03668,1
D03669,P03669,0
D03670,P03670,1
D03671,P03671,0
D03672,P03672,1
D03673,P03673,0
D03674,P03674,1
D03675,P03675,0
D03676,P03676,1
D03677,P03677,0
D03678,P03678,1
D03679,P03679,0
D03680,P03680,1
D03681,P03681,0
D03682,P03682,1
D03683,P03683,0
D03684,P03684,1
D03685,P03685,0
D03686,P03686,1
D03687,P03687,0
D03688,P03688,1
D03689,P03689,0
D03690,P03690,1
D03691,P03691,0
D03692,P03692,1
D03693,P03693,0
D03694,P03694,1
D03695,P03695,0
D03696,P03696,1
D03697,P03697,0
D03698,P03698,1
D03699,P03699,0
D03700,P03700,1
D03701,P03701,0
D03702,P03702,1
D03703,P03703,0
D03704,P03704,1
D03705,P03705,0
D03706,P03706,1
D03707,P03707,0
D03708,P03708,1
D03709,P03709,0
D03710,P03710,1
D03711,P03711,0
D03712,P03712,1
D03713,P03713,0
D03714,P03714,1
D03715,P03715,0
D03716,P03716,1
D03717,P03717,0
D03718,P03718,1
D03719,P03719,0
D03720,P03720,1
D03721,P03721,0
D03722,P03722,1
D03723,P03723,0
D03724,P03724,1
D03725,P03725,0
D03726,P03726,1
D03727,P03727,0
D03728,P03728,1
D03729,P03729,0
D03730,P03730,1
D03731,P03731,0
D03732,P03732,1
D03733,P03733,0
D03734,P03734,1
D03735,P03735,0
D03736,P03736,1
D03737,P03737,0
D03738,P03738,1
D03739,P03739,0
D03740,P03740,1
D03741,P03741,0
D03742,P03742,1
D03743,P03743,0
D03744,P03744,1
D03745,P03745,0
D03746,P03746,1
D03747,P03747,0
D03748,P03748,1
D03749,P03749,0
D03750,P03750,1
D03751,P03751,0
D03752,P03752,1
D03753,P03753,0
D03754,P03754,1
D03755,P03755,0
D03756,P03756,1
D03757,P03757,0
D03758,P03758,1
D03759,P03759,0
D03760,P03760,1
D03761,P03761,0
D03762,P03762,1
D03763,P03763,0
D03764,P03764,1
D03765,P03765,0
D03766,P03766,1
D03767,P03767,0
D03768,P03768,1
D03769,P03769,0
D03770,P03770,1
D03771,P03771,0
D03772,P03772,1
D03773,P03773,0
D03774,P03774,1
D03775,P03775,0
D03776,P03776,1
D03777,P03777,0
D03778,P03778,1
D03779,P03779,0
D03780,P03780,1
D03781,P03781,0
D03782,P03782,1
D03783,P03783,0
D03784,P03784,1
D03785,P03785,0
D03786,P03786,1
D03787,P03787,0
D03788,P03788,1
D03789,P03789,0
D03790,P03790,1
D03791,P03791,0
D03792,P03792,1
D03793,P03793,0
D03794,P03794,1
D03795,P03795,0
D03796,P03796,1
D03797,P03797,0
D03798,P03798,1
D03799,P03799,0
D03800,P03800,1
D03801,P03801,0
D03802,P03802,1
D03803,P03803,0
D03804,P03804,1
D03805,P03805,0
D03806,P03806,1
D03807,P03807,0
D03808,P03808,1
D03809,P03809,0
D03810,P03810,1
D03811,P03811,0
D03812,P03812,1
D03813,P03813,0
D03814,P03814,1
D03815,P03815,0
D03816,P03816,1
D03817,P03817,0
D03818,P03818,1
D03819,P03819,0
D03820,P03820,1
D03821,P03821,0
D03822,P03822,1
D03823,P03823,0
D03824,P03824,1
D03825,P03825,0
D03826,P03826,1
D03827,P03827,0
D03828,P03828,1
D03829,P03829,0
D03830,P03830,1
D03831,P03831,0
D03832,P03832,1
D03833,P03833,0
D03834,P03834,1
D03835,P03835,0
D03836,P03836,1
D03837,P03837,0
D03838,P03838,1
D03839,P03839,0
D03840,P03840,1
D03841,P03841,0
D03842,P03842,1
D03843,P03843,0
D03844,P03844,1
D03845,P03845,0
D03846,P03846,1
D03847,P03847,0
D03848,P03848,1
D03849,P03849,0
D03850,P03850,1
D03851,P03851,0
D03852,P03852,1
D03853,P03853,0
D03854,P03854,1
D03855,P03855,0
D03856,P03856,1
D03857,P03857,0
D03858,P03858,1
D03859,P03859,0
D03860,P03860,1
D03861,P03861,0
D03862,P03862,1
D03863,P03863,0
D03864,P03864,1
D03865,P03865,0
D03866,P03866,0
D03867,P03867,1
D03868,P03868,0
D03869,P03869,1
D03870,P03870,0
D03871,P03871,1
D03872,P03872,0
D03873,P03873,1
D03874,P03874,0
D03875,P03875,1
D03876,P03876,0
D03877,P03877,1
D03878,P03878,0
D03879,P03879,1
D03880,P03880,0
D03881,P03881,1
D03882,P03882,0
D03883,P03883,1
D03884,P03884,0
D03885,P03885,1
D03886,P03886,0
D03887,P03887,1
D03888,P03888,0
D03889,P03889,1
D03890,P03890,0
D03891,P03891,1
D03892,P03892,0
D03893,P03893,1
D03894,P03894,0
D03895,P03895,1
D03896,P03896,0
D03897,P03897,1
D03898,P03898,0
D03899,P03899,1
D03900,P03900,0
D03901,P03901,1
D03902,P03902,0
D03903,P03903,1
D03904,P03904,0
D03905,P03905,1
D03906,P03906,0
D03907,P03907,1
D03908,P03908,0
D03909,P03909,1
D03910,P03910,0
D03911,P03911,1
D03912,P03912,0
D03913,P03913,1
D03914,P03914,0
D03915,P03915,1
D03916,P03916,0
D03917,P03917,1
D03918,P03918,0
D03919,P03919,1
D03920,P03920,0
D03921,P03921,1
D03922,P03922,0
D03923,P03923,1
D03924,P03924,0
D03925,P03925,1
D03926,P03926,0
D03927,P03927,1
D03928,P03928,0
D03929,P03929,1
D03930,P03930,0
D03931,P03931,1
D03932,P03932,0
D03933,P03933,1
D03934,P03934,0
D03935,P03935,1
D03936,P03936,0
D03937,P03937,1
D03938,P03938,0
D03939,P03939,1
D03940,P03940,0
D03941,P03941,1
D03942,P03942,0
D03943,P03943,1
D03944,P03944,0
D03945,P03945,1
D03946,P03946,0
D03947,P03947,1
D03948,P03948,0
D03949,P03949,1
D03950,P03950,0
D03951,P03951,1
D03952,P03952,0
D03953,P03953,1
D03954,P03954,0
D03955,P03955,1
D03956,P03956,0
D03957,P03957,1
D03958,P03958,0
D03959,P03959,1
D03960,P03960,0
D03961,P03961,1
D03962,P03962,0
D03963,P03963,1
D03964,P03964,0
D03965,P03965,1
D03966,P03966,0
D03967,P03967,1
D03968,P03968,0
D03969,P03969,1
D03970,P03970,0
D03971,P03971,1
D03972,P03972,0
D03973,P03973,1
D03974,P03974,0
D03975,P03975,1
D03976,P03976,0
D03977,P03977,1
D03978,P03978,0
D03979,P03979,1
D03980,P03980,0
D03981,P03981,1
D03982,P03982,0
D03983,P03983,1
D03984,P03984,0
D03985,P03985,1
D03986,P03986,0
D03987,P03987,1
D03988,P03988,0
D03989,P03989,1
D03990,P03990,0
D03991,P03991,1
D03992,P03992,0
D03993,P03993,1
D03994,P03994,0
D03995,P03995,1
D03996,P03996,0
D03997,P03997,1
D03998,P03998,0
D03999,P03999,1
D04000,P04000,0
D04001,P04001,1
D04002,P04002,0
D04003,P04003,1
D04004,P04004,0
D04005,P04005,1
D04006,P04006,0
D04007,P04007,1
D04008,P04008,0
D04009,P04009,1
D04010,P04010,0
D04011,P04011,1
D04012,P04012,0
D04013,P04013,1
D04014,P04014,0
D04015,P04015,1
D04016,P04016,0
D04017,P04017,1
D04018,P04018,0
D04019,P04019,1
D04020,P04020,0
D04021,P04021,1
D04022,P04022,0
D04023,P04023,1
D04024,P04024,0
D04025,P04025,1
D04026,P04026,0
D04027,P04027,1
D04028,P04028,0
D04029,P04029,1
D04030,P04030,0
D04031,P04031,1
D04032,P04032,0
D04033,P04033,1
D04034,P04034,0
D04035,P04035,1
D04036,P04036,0
D04037,P04037,1
D04038,P04038,0
D04039,P04039,1
D04040,P04040,0
D04041,P04041,1
D04042,P04042,0
D04043,P04043,1
D04044,P04044,0
D04045,P04045,1
D04046,P04046,0
D04047,P04047,1
D04048,P04048,0
D04049,P04049,1
D04050,P04050,0
D04051,P04051,1
D04052,P04052,0
D04053,P04053,1
D04054,P04054,0
D04055,P04055,1
D04056,P04056,0
D04057,P04057,1
D04058,P04058,0
D04059,P04059,1
D04060,P04060,0
D04061,P04061,1
D04062,P04062,0
D04063,P04063,1
D04064,P04064,0
D04065,P04065,1
D04066,P04066,0
D04067,P04067,1
D04068,P04068,0
D04069,P04069,1
D04070,P04070,0
D04071,P04071,1
D04072,P04072,0
D04073,P04073,1
D04074,P04074,0
D04075,P04075,1
D04076,P04076,0
D04077,P04077,1
D04078,P04078,0
D04079,P04079,1
D04080,P04080,0
D04081,P04081,1
D04082,P04082,0
D04083,P04083,1
D04084,P04084,0
D04085,P04085,1
D04086,P04086,0
D04087,P04087,1
D04088,P04088,0
D04089,P04089,1
D04090,P04090,0
D04091,P04091,1
D04092,P04092,0
D04093,P04093,1
D04094,P04094,0
D04095,P04095,1
D04096,P04096,0
D04097,P04097,1
D04098,P04098,0
D04099,P04099,1
D04100,P04100,0
D04101,P04101,1
D04102,P04102,0
D04103,P04103,1
D04104,P04104,0
D04105,P04105,1
D04106,P04106,0
D04107,P04107,1
D04108,P04108,0
D04109,P04109,1
D04110,P04110,0
D04111,P04111,1
D04112,P04112,0
D04113,P04113,1
D04114,P04114,0
D04115,P04115,1
D04116,P04116,0
D04117,P04117,1
D04118,P04118,0
D04119,P04119,1
D04120,P04120,0
D04121,P04121,1
D04122,P04122,0
D04123,P04123,1
D04124,P04124,0
D04125,P04125,1
D04126,P04126,0
D04127,P04127,1
D04128,P04128,0
D04129,P04129,1
D04130,P04130,0
D04131,P04131,1
D04132,P04132,0
D04133,P04133,1
D04134,P04134,0
D04135,P04135,1
D04136,P04136,0
D04137,P04137,1
D04138,P04138,0
D04139,P04139,1
D04140,P04140,0
D04141,P04141,1
D04142,P04142,0
D04143,P04143,1
D04144,P04144,0
D04145,P04145,1
D04146,P04146,0
D04147,P04147,1
D04148,P04148,0
D04149,P04149,1
D04150,P04150,0
D04151,P04151,1
D04152,P04152,0
D04153,P04153,1
D04154,P04154,0
D04155,P04155,1
D04156,P04156,0
D04157,P04157,1
D04158,P04158,0
D04159,P04159,1
D04160,P04160,0
D04161,P04161,1
D04162,P04162,0
D04163,P04163,1
D04164,P04164,0
D04165,P04165,1
D04166,P04166,0
D04167,P04167,1
D04168,P04168,0
D04169,P04169,1
D04170,P04170,0
D04171,P04171,1
D04172,P04172,0
D04173,P04173,1
D04174,P04174,0
D04175,P04175,1
D04176,P04176,0
D04177,P04177,1
D04178,P04178,0
D04179,P04179,1
D04180,P04180,0
D04181,P04181,1
D04182,P04182,0
D04183,P04183,1
D04184,P04184,0
D04185,P04185,1
D04186,P04186,0
D04187,P04187,1
D04188,P04188,0
D04189,P04189,1
D04190,P04190,0
D04191,P04191,1
D04192,P04192,0
