protein_id,sequence
P02573,hsa:4486
P02574,hsa:5601
P02575,hsa:1555
P02576,hsa:2339
P02577,hsa:51095
P02578,hsa:5972
P02579,hsa:5338
P02580,hsa:58190
P02581,hsa:4128
P02582,hsa:29941
P02583,hsa:1580
P02584,hsa:134510
P02585,hsa:1594
P02586,hsa:7372
P02587,hsa:51365
P02588,hsa:4860
P02589,hsa:51302
P02590,hsa:4914
P02591,hsa:2160
P02592,hsa:151531
P02593,hsa:5140
P02594,hsa:3815
P02595,hsa:1848
P02596,hsa:2639
P02597,hsa:1586
P02598,hsa:10549
P02599,hsa:7453
P02600,hsa:1733
P02601,hsa:7046
P02602,hsa:27032
P02603,hsa:1551
P02604,hsa:151531
P02605,hsa:7367
P02606,hsa:10327
P02607,hsa:29785
P02608,hsa:7084
P02609,hsa:23632
P02610,hsa:7174
P02611,hsa:5550
P02612,hsa:53938
P02613,hsa:5151
P02614,hsa:1847
P02615,hsa:1557
P02616,hsa:2263
P02617,hsa:3480
P02618,hsa:5050
P02619,hsa:7150
P02620,hsa:4023
P02621,hsa:1675
P02622,hsa:81579
P02623,hsa:5143
P02624,hsa:4552
P02625,hsa:25824
P02626,hsa:1384
P02627,hsa:2049
P02628,hsa:8399
P02629,hsa:51601
P02630,hsa:10549
P02631,hsa:239
P02632,hsa:2876
P02633,hsa:9420
P02634,hsa:2548
P02635,hsa:5141
P02636,hsa:36
P02637,hsa:759
P02638,hsa:1850
P02639,hsa:1549
P02640,hsa:5596
P02641,hsa:1056
P02642,hsa:6609
P02643,hsa:1565
P02644,hsa:5336
P02645,hsa:1559
P02646,hsa:1543
P02647,hsa:1548
P02648,hsa:28
P02649,hsa:27115
P02650,hsa:513
P02651,hsa:27115
P02652,hsa:4067
P02653,hsa:63904
P02654,hsa:9955
P02655,hsa:4486
P02656,hsa:9388
P02657,hsa:5138
P02658,hsa:25824
P02659,hsa:50940
P02660,hsa:1017
P02661,hsa:2880
P02662,hsa:1200
P02663,hsa:1553
P02664,hsa:53
P02665,hsa:5743
P02666,hsa:4919
P02667,hsa:2044
P02668,hsa:1734
P02669,hsa:5740
P02670,hsa:63904
P02671,hsa:1571
P02672,hsa:81579
P02673,hsa:4759
P02674,hsa:6897
P02675,hsa:763
P02676,hsa:29920
P02677,hsa:2049
P02678,hsa:6799
P02679,hsa:1577
P02680,hsa:13
P02681,hsa:8854
P02682,hsa:1572
P02683,hsa:1572
P02684,hsa:4914
P02685,hsa:1956
P02686,hsa:1621
P02687,hsa:1558
P02688,hsa:4907
P02689,hsa:23430
P02690,hsa:472
P02691,hsa:1582
P02692,hsa:4353
P02693,hsa:1636
P02694,hsa:2193
P02695,hsa:5137
P02696,hsa:3643
P02697,hsa:476
P02698,hsa:3645
P02699,hsa:8622
P02700,hsa:56922
P02701,hsa:1588
P02702,hsa:1056
P02703,hsa:29785
P02704,hsa:2280
P02705,hsa:3645
P02706,hsa:5646
P02707,hsa:2047
P02708,hsa:8556
P02709,hsa:768
P02710,hsa:2098
P02711,hsa:1577
P02712,hsa:8435
P02713,hsa:695
P02714,hsa:4190
P02715,hsa:2066
P02716,hsa:23475
P02717,hsa:1594
P02718,hsa:4921
P02719,hsa:4593
P02720,hsa:4921
P02721,hsa:7156
P02722,hsa:107
P02723,hsa:8622
P02724,hsa:27032
P02725,hsa:2263
P02726,hsa:1728
P02727,hsa:4914
P02728,hsa:3034
P02729,hsa:5600
P02730,hsa:2673
P02731,hsa:759
P02732,hsa:1585
P02733,hsa:50940
P02734,hsa:9955
P02735,hsa:3645
P02736,hsa:51
P02737,hsa:5147
P02738,hsa:26279
P02739,hsa:2042
P02740,hsa:2597
P02741,hsa:242
P02742,hsa:23035
P02743,hsa:6768
P02744,hsa:354
P02745,hsa:11238
P02746,hsa:1020
P02747,hsa:1548
P02748,hsa:189
P02749,hsa:246
P02750,hsa:2322
P02751,hsa:10549
P02752,hsa:9023
P02753,hsa:1555
P02754,hsa:3292
P02755,hsa:3906
P02756,hsa:5837
P02757,hsa:23632
P02758,hsa:5294
P02759,hsa:763
P02760,hsa:2158
P02761,hsa:762
P02762,hsa:6240
P02763,hsa:199974
P02764,hsa:91039
P02765,hsa:260293
P02766,hsa:2878
P02767,hsa:5337
P02768,hsa:759
P02769,hsa:5979
P02770,hsa:84695
P02771,hsa:513
P02772,hsa:2135
P02773,hsa:5972
P02774,hsa:6610
P02775,hsa:1545
P02776,hsa:7153
P02777,hsa:4919
P02778,hsa:8435
P02779,hsa:279
P02780,hsa:1572
P02781,hsa:133121
P02782,hsa:5625
P02783,hsa:9023
P02784,hsa:5335
P02785,hsa:657
P02786,hsa:1432
P02787,hsa:3416
P02788,hsa:2044
P02789,hsa:85313
P02790,hsa:7363
P02791,hsa:5145
P02792,hsa:3283
P02793,hsa:4128
P02794,hsa:1576
P02795,hsa:1733
P02796,hsa:3480
P02797,hsa:2321
P02798,hsa:7075
P02799,hsa:2044
P02800,hsa:6713
P02801,hsa:8192
P02802,hsa:5596
P02803,hsa:107
P02804,hsa:30833
P02805,hsa:5594
P02806,hsa:10327
P02807,hsa:6799
P02808,hsa:3141
P02809,hsa:2064
P02810,hsa:4145
P02811,hsa:4129
P02812,hsa:7046
P02813,hsa:1573
P02814,hsa:2155
P02815,hsa:1586
P02816,hsa:2049
P02817,hsa:4051
P02818,hsa:10846
P02819,hsa:780
P02820,hsa:2261
P02821,hsa:5137
P02822,hsa:64802
P02823,hsa:5147
P02824,hsa:2322
P02825,hsa:2326
P02826,hsa:191
P02827,hsa:5743
P02828,hsa:3295
P02829,hsa:5742
P02830,hsa:10846
P02831,hsa:5149
P02832,hsa:2045
P02833,hsa:90
P02834,hsa:5322
P02835,hsa:5144
P02836,hsa:7301
P02837,hsa:1555
P02838,hsa:5144
P02839,hsa:10461
P02840,hsa:2045
P02841,hsa:5979
P02842,hsa:279
P02843,hsa:124
P02844,hsa:2224
P02845,hsa:1537
P02846,hsa:8654
P02847,hsa:1588
P02848,hsa:1735
P02849,hsa:1571
P02850,hsa:2822
P02851,hsa:43
P02852,hsa:6714
P02853,hsa:763
P02854,hsa:759
P02855,hsa:5531
P02856,hsa:5550
P02857,hsa:5148
P02858,hsa:1848
P02859,hsa:1636
P02860,hsa:11266
P02861,hsa:1584
P02862,hsa:5860
P02863,hsa:1553
P02864,hsa:8435
P02865,hsa:5754
P02866,hsa:2064
P02867,hsa:5143
P02868,hsa:760
P02869,hsa:8622
P02870,hsa:7498
P02871,hsa:5143
P02872,hsa:10327
P02873,hsa:9420
P02874,hsa:1803
P02875,hsa:2047
P02876,hsa:80339
P02877,hsa:1555
P02878,hsa:5754
P02879,hsa:5144
P02880,hsa:23475
P02881,hsa:7153
P02882,hsa:6713
P02883,hsa:8622
P02884,hsa:2324
P02885,hsa:5149
P02886,hsa:1551
P02887,hsa:8972
P02888,hsa:3028
P02889,hsa:5328
P02890,hsa:64802
P02891,hsa:10461
P02892,hsa:2534
P02893,hsa:239
P02894,hsa:84152
P02895,hsa:765
P02896,hsa:767
P02897,hsa:5407
P02898,hsa:23035
P02899,hsa:4914
P02900,hsa:7371
P02901,hsa:5143
P02902,hsa:9955
P02903,hsa:7006
P02904,hsa:4594
P02905,hsa:1586
P02906,hsa:8288
P02907,hsa:2042
P02908,hsa:5333
P02909,hsa:5537
P02910,hsa:9420
P02911,hsa:476
P02912,hsa:29968
P02913,hsa:1576
P02914,hsa:51292
P02915,hsa:4915
P02916,hsa:5499
P02917,hsa:5754
P02918,hsa:2766
P02919,hsa:64816
P02920,hsa:5149
P02921,hsa:5169
P02922,hsa:4023
P02923,hsa:5408
P02924,hsa:7298
P02925,hsa:1579
P02926,hsa:2045
P02927,hsa:3615
P02928,hsa:2147
P02929,hsa:84706
P02930,hsa:5144
P02931,hsa:1850
P02932,hsa:7301
P02933,hsa:57176
P02934,hsa:1543
P02935,hsa:1849
P02936,hsa:5148
P02937,hsa:23239
P02938,hsa:285220
P02939,hsa:1376
P02940,hsa:2048
P02941,hsa:2582
P02942,hsa:5140
P02943,hsa:4048
P02944,hsa:5159
P02945,hsa:6725
P02946,hsa:1969
P02947,hsa:5499
P02948,hsa:1020
P02949,hsa:2326
P02950,hsa:2324
P02951,hsa:2950
P02952,hsa:5607
P02953,hsa:1571
P02954,hsa:27115
P02955,hsa:279
P02956,hsa:2046
P02957,hsa:5053
P02958,hsa:1565
P02959,hsa:7010
P02960,hsa:1621
P02961,hsa:5337
P02962,hsa:242
P02963,hsa:1849
P02964,hsa:761
P02965,hsa:51181
P02966,hsa:327
P02967,hsa:51181
P02968,hsa:1557
P02969,hsa:54577
P02970,hsa:1215
P02971,hsa:5495
P02972,hsa:5150
P02973,hsa:1719
P02974,hsa:5743
P02975,hsa:125
P02976,hsa:5143
P02977,hsa:7299
P02978,hsa:2322
P02979,hsa:3551
P02980,hsa:1376
P02981,hsa:2241
P02982,hsa:1573
P02983,hsa:306
P02984,hsa:29785
P02985,hsa:660
P02986,hsa:5742
P02987,hsa:51251
P02988,hsa:51181
P02989,hsa:5122
P02990,hsa:5742
P02991,hsa:10667
P02992,hsa:1573
P02993,hsa:1581
P02994,hsa:1573
P02995,hsa:2950
P02996,hsa:2044
P02997,hsa:51365
P02998,hsa:10667
P02999,hsa:151531
P03000,hsa:1565
P03001,hsa:4916
P03002,hsa:766
P03003,hsa:2342
P03004,hsa:132
P03005,hsa:26279
P03006,hsa:91039
P03007,hsa:50487
P03008,hsa:247
P03009,hsa:1374
P03010,hsa:5742
P03011,hsa:55
P03012,hsa:760
P03013,hsa:1545
P03014,hsa:5152
P03015,hsa:7298
P03016,hsa:7155
P03017,hsa:1267
P03018,hsa:1581
P03019,hsa:8529
P03020,hsa:1956
P03021,hsa:51251
P03022,hsa:131
P03023,hsa:6713
P03024,hsa:125
P03025,hsa:224
P03026,hsa:5151
P03027,hsa:1576
P03028,hsa:5052
P03029,hsa:7498
P03030,hsa:4552
P03031,hsa:51181
P03032,hsa:8654
P03033,hsa:5496
P03034,hsa:1579
P03035,hsa:2822
P03036,hsa:239
P03037,hsa:1734
P03038,hsa:1544
P03039,hsa:349565
P03040,hsa:27032
P03041,hsa:5501
P03042,hsa:5144
P03043,hsa:5536
P03044,hsa:2822
P03045,hsa:5479
P03046,hsa:761
P03047,hsa:43
P03048,hsa:377677
P03049,hsa:4919
P03050,hsa:3815
P03051,hsa:767
P03052,hsa:2045
P03053,hsa:7173
P03054,hsa:5147
P03055,hsa:10720
P03056,hsa:2045
P03057,hsa:22954
P03058,hsa:4353
P03059,hsa:5151
P03060,hsa:2534
P03061,hsa:64499
P03062,hsa:5742
P03063,hsa:5322
P03064,hsa:1585
P03065,hsa:7173
P03066,hsa:29785
P03067,hsa:590
P03068,hsa:223
P03069,hsa:10941
P03070,hsa:1571
P03071,hsa:759
P03072,hsa:5151
P03073,hsa:11238
P03074,hsa:377677
P03075,hsa:1056
P03076,hsa:1553
P03077,hsa:4837
P03078,hsa:6610
P03079,hsa:5158
P03080,hsa:5142
P03081,hsa:2044
P03082,hsa:5743
P03083,hsa:5151
P03084,hsa:1545
P03085,hsa:1200
P03086,hsa:1553
P03087,hsa:26279
P03088,hsa:5536
P03089,hsa:5596
P03090,hsa:1636
P03091,hsa:1610
P03092,hsa:64087
P03093,hsa:4837
P03094,hsa:5140
P03095,hsa:1849
P03096,hsa:7371
P03097,hsa:5481
P03098,hsa:5742
P03099,hsa:57665
P03100,hsa:761
P03101,hsa:1734
P03102,hsa:9023
P03103,hsa:10461
P03104,hsa:7156
P03105,hsa:5320
P03106,hsa:1559
P03107,hsa:2639
P03108,hsa:64802
P03109,hsa:54575
P03110,hsa:5152
P03111,hsa:4916
P03112,hsa:7298
P03113,hsa:29785
P03114,hsa:3034
P03115,hsa:285220
P03116,hsa:6300
P03117,hsa:1549
P03118,hsa:7294
P03119,hsa:11202
P03120,hsa:5141
P03121,hsa:2876
P03122,hsa:107
P03123,hsa:5562
P03124,hsa:8435
P03125,hsa:1548
P03126,hsa:5138
P03127,hsa:635
P03128,hsa:1555
P03129,hsa:1019
P03130,hsa:189
P03131,hsa:2880
P03132,hsa:558
P03133,hsa:5444
P03134,hsa:1594
P03135,hsa:7372
P03136,hsa:5152
P03137,hsa:5294
P03138,hsa:2263
P03139,hsa:6725
P03140,hsa:1734
P03141,hsa:1890
P03142,hsa:247
P03143,hsa:5500
P03144,hsa:2324
P03145,hsa:29968
P03146,hsa:23035
P03147,hsa:54658
P03148,hsa:1024
P03149,hsa:54
P03150,hsa:1580
P03151,hsa:1593
P03152,hsa:1553
P03153,hsa:1376
P03154,hsa:240
P03155,hsa:1595
P03156,hsa:1543
P03157,hsa:10935
P03158,hsa:8622
P03159,hsa:36
P03160,hsa:246
P03161,hsa:107
P03162,hsa:1545
P03163,hsa:10549
P03164,hsa:247
P03165,hsa:50484
P03166,hsa:5159
P03167,hsa:1549
P03168,hsa:191
P03169,hsa:6652
P03170,hsa:3717
P03171,hsa:8288
P03172,hsa:5140
P03173,hsa:5333
P03174,hsa:760
P03175,hsa:5834
P03176,hsa:1576
P03177,hsa:4482
P03178,hsa:7155
P03179,hsa:1555
P03180,hsa:5143
P03181,hsa:51251
P03182,hsa:2264
P03183,hsa:7150
P03184,hsa:150290
P03185,hsa:3816
P03186,hsa:5599
P03187,hsa:8836
P03188,hsa:2041
P03189,hsa:5834
P03190,hsa:5743
P03191,hsa:2746
P03192,hsa:8555
P03193,hsa:80339
P03194,hsa:57665
P03195,hsa:4282
P03196,hsa:1436
P03197,hsa:2339
P03198,hsa:2324
P03199,hsa:472
P03200,hsa:54575
P03201,hsa:54575
P03202,hsa:762
P03203,hsa:1555
P03204,hsa:5142
P03205,hsa:63036
P03206,hsa:4048
P03207,hsa:1848
P03208,hsa:1558
P03209,hsa:1719
P03210,hsa:216
P03211,hsa:54657
P03212,hsa:2155
P03213,hsa:4129
P03214,hsa:1636
P03215,hsa:7075
P03216,hsa:2159
P03217,hsa:983
P03218,hsa:7153
P03219,hsa:5146
P03220,hsa:43
P03221,hsa:1843
P03222,hsa:1543
P03223,hsa:50484
P03224,hsa:11202
P03225,hsa:5657
P03226,hsa:765
P03227,hsa:1363
P03228,hsa:5052
P03229,hsa:1431
P03230,hsa:231
P03231,hsa:5156
P03232,hsa:54
P03233,hsa:2050
P03234,hsa:9088
P03235,hsa:23236
P03236,hsa:1584
P03237,hsa:35
P03238,hsa:590
P03239,hsa:6609
P03240,hsa:5033
P03241,hsa:3906
P03242,hsa:5141
P03243,hsa:5530
P03244,hsa:4758
P03245,hsa:231
P03246,hsa:43
P03247,hsa:1573
P03248,hsa:5144
P03249,hsa:54490
P03250,hsa:759
P03251,hsa:5516
P03252,hsa:513
P03253,hsa:1852
P03254,hsa:132160
P03255,hsa:1312
P03256,hsa:1557
P03257,hsa:218
P03258,hsa:111
P03259,hsa:23430
P03260,hsa:1583
P03261,hsa:5408
P03262,hsa:1551
P03263,hsa:1559
P03264,hsa:240
P03265,hsa:587
P03266,hsa:43
P03267,hsa:5330
P03268,hsa:1589
P03269,hsa:3716
P03270,hsa:10549
P03271,hsa:3067
P03272,hsa:5140
P03273,hsa:125
P03274,hsa:5095
P03275,hsa:4921
P03276,hsa:1558
P03277,hsa:4907
P03278,hsa:5142
P03279,hsa:29968
P03280,hsa:51004
P03281,hsa:10327
P03282,hsa:1583
P03283,hsa:5322
P03284,hsa:239
P03285,hsa:4919
P03286,hsa:5740
P03287,hsa:5095
P03288,hsa:7075
P03289,hsa:1593
P03290,hsa:5144
P03291,hsa:5150
P03292,hsa:5650
P03293,hsa:51645
P03294,hsa:5743
P03295,hsa:1020
P03296,hsa:5150
P03297,hsa:1020
P03298,hsa:4143
P03299,hsa:35
P03300,hsa:5136
P03301,hsa:29785
P03302,hsa:2046
P03303,hsa:4025
P03304,hsa:5148
P03305,hsa:8398
P03306,hsa:1551
P03307,hsa:10
P03308,hsa:780
P03309,hsa:2322
P03310,hsa:11330
P03311,hsa:1577
P03312,hsa:2047
P03313,hsa:100
P03314,hsa:2261
P03315,hsa:84695
P03316,hsa:1636
P03317,hsa:683
P03318,hsa:4051
P03319,hsa:660
P03320,hsa:50940
P03321,hsa:513
P03322,hsa:5136
P03323,hsa:1200
P03324,hsa:128853
P03325,hsa:2936
P03326,hsa:242
P03327,hsa:8555
P03328,hsa:1557
P03329,hsa:55902
P03330,hsa:1583
P03331,hsa:10858
P03332,hsa:260293
P03333,hsa:5740
P03334,hsa:8972
P03335,hsa:354
P03336,hsa:5140
P03337,hsa:51292
P03338,hsa:5149
P03339,hsa:5515
P03340,hsa:7155
P03341,hsa:5742
P03342,hsa:246
P03343,hsa:91
P03344,hsa:10720
P03345,hsa:246
P03346,hsa:7174
P03347,hsa:513
P03348,hsa:50487
P03349,hsa:3416
P03350,hsa:766
P03351,hsa:587
P03352,hsa:1543
P03353,hsa:761
P03354,hsa:9023
P03355,hsa:5137
P03356,hsa:4486
P03357,hsa:23035
P03358,hsa:765
P03359,hsa:54600
P03360,hsa:5142
P03361,hsa:50484
P03362,hsa:5149
P03363,hsa:4311
P03364,hsa:1562
P03365,hsa:25796
P03366,hsa:476
P03367,hsa:116447
P03368,hsa:10858
P03369,hsa:2050
P03370,hsa:43
P03371,hsa:8940
P03372,hsa:558
P03373,hsa:55775
P03374,hsa:5331
P03375,hsa:216
P03376,hsa:6716
P03377,hsa:151531
P03378,hsa:51302
P03379,hsa:239
P03380,hsa:2046
P03381,hsa:132160
P03382,hsa:495
P03383,hsa:3818
P03384,hsa:8529
P03385,hsa:23035
P03386,hsa:5743
P03387,hsa:4758
P03388,hsa:7372
P03389,hsa:54677
P03390,hsa:109
P03391,hsa:5742
P03392,hsa:4129
P03393,hsa:109
P03394,hsa:4128
P03395,hsa:2261
P03396,hsa:760
P03397,hsa:53938
P03398,hsa:31
P03399,hsa:1579
P03400,hsa:5159
P03401,hsa:9641
P03402,hsa:759
P03403,hsa:26279
P03404,hsa:64499
P03405,hsa:1147
P03406,hsa:50940
P03407,hsa:231
P03408,hsa:354
P03409,hsa:4281
P03410,hsa:51302
P03411,hsa:132
P03412,hsa:3815
P03413,hsa:4920
P03414,hsa:2882
P03415,hsa:7054
P03416,hsa:762
P03417,hsa:54600
P03418,hsa:9150
P03419,hsa:38
P03420,hsa:5333
P03421,hsa:6799
P03422,hsa:5138
P03423,hsa:1719
P03424,hsa:5049
P03425,hsa:2339
P03426,hsa:64816
P03427,hsa:2321
P03428,hsa:23236
P03429,hsa:5050
P03430,hsa:5979
P03431,hsa:1017
P03432,hsa:2046
P03433,hsa:5322
P03434,hsa:5168
P03435,hsa:1844
P03436,hsa:1580
P03437,hsa:5740
P03438,hsa:2160
P03439,hsa:5594
P03440,hsa:5151
P03441,hsa:6300
P03442,hsa:28
P03443,hsa:5754
P03444,hsa:5330
P03445,hsa:5053
P03446,hsa:501
P03447,hsa:8654
P03448,hsa:1577
P03449,hsa:5169
P03450,hsa:1549
P03451,hsa:5422
P03452,hsa:1582
P03453,hsa:238
P03454,hsa:1312
P03455,hsa:9023
P03456,hsa:1559
P03457,hsa:29920
P03458,hsa:1545
P03459,hsa:5605
P03460,hsa:5742
P03461,hsa:5754
P03462,hsa:5151
P03463,hsa:1728
P03464,hsa:5742
P03465,hsa:38
P03466,hsa:1571
P03467,hsa:80339
P03468,hsa:658
P03469,hsa:36
P03470,hsa:834
P03471,hsa:349565
P03472,hsa:1582
P03473,hsa:4593
P03474,hsa:6898
P03475,hsa:1548
P03476,hsa:29920
P03477,hsa:1849
P03478,hsa:51302
P03479,hsa:2263
P03480,hsa:1549
P03481,hsa:1850
P03482,hsa:9023
P03483,hsa:7363
P03484,hsa:1586
P03485,hsa:26279
P03486,hsa:1800
P03487,hsa:91
P03488,hsa:1576
P03489,hsa:28
P03490,hsa:13
P03491,hsa:151531
P03492,hsa:2043
P03493,hsa:50
P03494,hsa:5142
P03495,hsa:3034
P03496,hsa:2051
P03497,hsa:2639
P03498,hsa:5972
P03499,hsa:5158
P03500,hsa:27115
P03501,hsa:150290
P03502,hsa:5137
P03503,hsa:6714
P03504,hsa:8558
P03505,hsa:31
P03506,hsa:2044
P03507,hsa:54577
P03508,hsa:1374
P03509,hsa:765
P03510,hsa:29785
P03511,hsa:217
P03512,hsa:1576
P03513,hsa:7301
P03514,hsa:760
P03515,hsa:5651
P03516,hsa:50940
P03517,hsa:5141
P03518,hsa:1584
P03519,hsa:4145
P03520,hsa:5979
P03521,hsa:1633
P03522,hsa:58190
P03523,hsa:5516
P03524,hsa:5742
P03525,hsa:10924
P03526,hsa:4921
P03527,hsa:5651
P03528,hsa:2135
P03529,hsa:5743
P03530,hsa:1565
P03531,hsa:27032
P03532,hsa:224
P03533,hsa:52
P03534,hsa:5137
P03535,hsa:10295
P03536,hsa:5140
P03537,hsa:1384
P03538,hsa:4129
P03539,hsa:10825
P03540,hsa:7957
P03541,hsa:23035
P03542,hsa:1576
P03543,hsa:3283
P03544,hsa:1565
P03545,hsa:1537
P03546,hsa:29785
P03547,hsa:3718
P03548,hsa:1557
P03549,hsa:5475
P03550,hsa:5601
P03551,hsa:55312
P03552,hsa:8654
P03553,hsa:1562
P03554,hsa:5743
P03555,hsa:780
P03556,hsa:55
P03557,hsa:11221
P03558,hsa:1734
P03559,hsa:2241
P03560,hsa:2161
P03561,hsa:50487
P03562,hsa:51
P03563,hsa:54576
P03564,hsa:129807
P03565,hsa:38
P03566,hsa:5142
P03567,hsa:54657
P03568,hsa:5445
P03569,hsa:1806
P03570,hsa:1559
P03571,hsa:30
P03572,hsa:5167
P03573,hsa:5754
P03574,hsa:1549
P03575,hsa:2806
P03576,hsa:3817
P03577,hsa:4881
P03578,hsa:199974
P03579,hsa:5475
P03580,hsa:7075
P03581,hsa:5501
P03582,hsa:80824
P03583,hsa:25824
P03584,hsa:1549
P03585,hsa:7155
P03586,hsa:5137
P03587,hsa:2066
P03588,hsa:5150
P03589,hsa:7006
P03590,hsa:1583
P03591,hsa:285220
P03592,hsa:5141
P03593,hsa:10720
P03594,hsa:1593
P03595,hsa:18
P03596,hsa:2324
P03597,hsa:2050
P03598,hsa:3028
P03599,hsa:23632
P03600,hsa:3932
P03601,hsa:11221
P03602,hsa:2064
P03603,hsa:5336
P03604,hsa:133121
P03605,hsa:54600
P03606,hsa:1553
P03607,hsa:2264
P03608,hsa:1577
P03609,hsa:5531
P03610,hsa:5743
P03611,hsa:219
P03612,hsa:35
P03613,hsa:5140
P03614,hsa:28972
P03615,hsa:2746
P03616,hsa:1595
P03617,hsa:5327
P03618,hsa:5330
P03619,hsa:5625
P03620,hsa:284541
P03621,hsa:5604
P03622,hsa:1583
P03623,hsa:5742
P03624,hsa:238
P03625,hsa:57665
P03626,hsa:1572
P03627,hsa:444
P03628,hsa:339221
P03629,hsa:313
P03630,hsa:590
P03631,hsa:2950
P03632,hsa:1850
P03633,hsa:339221
P03634,hsa:5972
P03635,hsa:5338
P03636,hsa:5156
P03637,hsa:4593
P03638,hsa:590
P03639,hsa:5600
P03640,hsa:7010
P03641,hsa:1588
P03642,hsa:1562
P03643,hsa:2877
P03644,hsa:23436
P03645,hsa:100
P03646,hsa:4916
P03647,hsa:2241
P03648,hsa:2321
P03649,hsa:5645
P03650,hsa:240
P03651,hsa:4914
P03652,hsa:5052
P03653,hsa:1445
P03654,hsa:4593
P03655,hsa:2950
P03656,hsa:132
P03657,hsa:1844
P03658,hsa:1636
P03659,hsa:3551
P03660,hsa:6259
P03661,hsa:5340
P03662,hsa:1586
P03663,hsa:30
P03664,hsa:1576
P03665,hsa:4058
P03666,hsa:5143
P03667,hsa:1431
P03668,hsa:1545
P03669,hsa:93650
P03670,hsa:5645
P03671,hsa:4548
P03672,hsa:64816
P03673,hsa:64816
P03674,hsa:54657
P03675,hsa:27032
P03676,hsa:1573
P03677,hsa:5831
P03678,hsa:5156
P03679,hsa:279
P03680,hsa:5743
P03681,hsa:64087
P03682,hsa:3791
P03683,hsa:7015
P03684,hsa:1588
P03685,hsa:3290
P03686,hsa:1593
P03687,hsa:2877
P03688,hsa:64816
P03689,hsa:1848
P03690,hsa:5144
P03691,hsa:5834
P03692,hsa:5742
P03693,hsa:8558
P03694,hsa:10846
P03695,hsa:55359
P03696,hsa:8940
P03697,hsa:2041
P03698,hsa:5743
P03699,hsa:2235
P03700,hsa:8622
P03701,hsa:8399
P03702,hsa:5532
P03703,hsa:3817
P03704,hsa:4025
P03705,hsa:38
P03706,hsa:1573
P03707,hsa:150290
P03708,hsa:1846
P03709,hsa:695
P03710,hsa:1551
P03711,hsa:7015
P03712,hsa:2321
P03713,hsa:7006
P03714,hsa:4048
P03715,hsa:23035
P03716,hsa:1557
P03717,hsa:5499
P03718,hsa:5337
P03719,hsa:5052
P03720,hsa:5091
P03721,hsa:2058
P03722,hsa:5331
P03723,hsa:64600
P03724,hsa:4129
P03725,hsa:5979
P03726,hsa:1558
P03727,hsa:11221
P03728,hsa:2042
P03729,hsa:2322
P03730,hsa:84812
P03731,hsa:5516
P03732,hsa:1579
P03733,hsa:1585
P03734,hsa:1723
P03735,hsa:670
P03736,hsa:7153
P03737,hsa:2066
P03738,hsa:767
P03739,hsa:5336
P03740,hsa:5150
P03741,hsa:1558
P03742,hsa:7010
P03743,hsa:50940
P03744,hsa:5147
P03745,hsa:8940
P03746,hsa:780
P03747,hsa:79001
P03748,hsa:11238
P03749,hsa:5836
P03750,hsa:5158
P03751,hsa:5470
P03752,hsa:50484
P03753,hsa:5533
P03754,hsa:1551
P03755,hsa:472
P03756,hsa:7155
P03757,hsa:1991
P03758,hsa:1548
P03759,hsa:4482
P03760,hsa:5156
P03761,hsa:6768
P03762,hsa:23430
P03763,hsa:5972
P03764,hsa:2822
P03765,hsa:5516
P03766,hsa:1719
P03767,hsa:5538
P03768,hsa:5743
P03769,hsa:7054
P03770,hsa:5136
P03771,hsa:7378
P03772,hsa:5156
P03773,hsa:9945
P03774,hsa:7453
P03775,hsa:58190
P03776,hsa:5138
P03777,hsa:1675
P03778,hsa:7298
P03779,hsa:114
P03780,hsa:5742
P03781,hsa:6416
P03782,hsa:5547
P03783,hsa:377677
P03784,hsa:30
P03785,hsa:2051
P03786,hsa:55312
P03787,hsa:2180
P03788,hsa:8654
P03789,hsa:132
P03790,hsa:761
P03791,hsa:3718
P03792,hsa:1576
P03793,hsa:5547
P03794,hsa:2043
P03795,hsa:761
P03796,hsa:759
P03797,hsa:6652
P03798,hsa:43
P03799,hsa:7535
P03800,hsa:4920
P03801,hsa:217
P03802,hsa:2638
P03803,hsa:51181
P03804,hsa:768
P03805,hsa:476
P03806,hsa:1553
P03807,hsa:260293
P03808,hsa:1588
P03809,hsa:6799
P03810,hsa:4025
P03811,hsa:5501
P03812,hsa:8654
P03813,hsa:586
P03814,hsa:5743
P03815,hsa:2065
P03816,hsa:1576
P03817,hsa:2880
P03818,hsa:51095
P03819,hsa:2597
P03820,hsa:260293
P03821,hsa:196883
P03822,hsa:761
P03823,hsa:5494
P03824,hsa:2065
P03825,hsa:125
P03826,hsa:5148
P03827,hsa:1847
P03828,hsa:5136
P03829,hsa:7046
P03830,hsa:5646
P03831,hsa:51095
P03832,hsa:5332
P03833,hsa:5332
P03834,hsa:5144
P03835,hsa:2322
P03836,hsa:1555
P03837,hsa:558
P03838,hsa:43
P03839,hsa:9023
P03840,hsa:5742
P03841,hsa:10924
P03842,hsa:5156
P03843,hsa:5602
P03844,hsa:762
P03845,hsa:4942
P03846,hsa:4593
P03847,hsa:10269
P03848,hsa:1431
P03849,hsa:5141
P03850,hsa:4200
P03851,hsa:84532
P03852,hsa:1548
P03853,hsa:2046
P03854,hsa:5743
P03855,hsa:6714
P03856,hsa:2065
P03857,hsa:51205
P03858,hsa:5152
P03859,hsa:18
P03860,hsa:339221
